year,month,day,stop_was_initiated,issuing_officer_rank,observed_duration_minutes,suspected_crime_description,stop_duration_minutes,officer_explained_stop_flag,suspect_arrested_flag,summons_issued_flag,officer_in_uniform_flag,frisked_flag,searched_flag,weapon_found_flag,suspect_reported_age,suspect_sex,suspect_race_description,suspect_height,suspect_weight,suspect_body_build_type,suspect_eye_color,suspect_hair_color,stop_location_x,stop_location_y,stop_location_boro_name,seconds
2020,February,Thursday,Based on Radio Run,POM,1,ROBBERY,5,Y,Y,0,N,Y,Y,N,15.0,MALE,BLACK,6.0,200.0,MED,BRO,BLK,985105,162554,BROOKLYN,77700.0
2020,February,Thursday,Based on Radio Run,POM,1,ROBBERY,5,Y,N,0,N,N,Y,N,16.0,MALE,BLACK,51.0,150.0,MED,BRO,BLK,985105,162554,BROOKLYN,77700.0
2020,February,Thursday,Based on Radio Run,POM,5,ROBBERY,10,Y,N,0,N,N,N,N,15.0,MALE,BLACK,55.0,150.0,MED,BRO,BLK,985549,158903,BROOKLYN,59040.00000000001
2020,February,Wednesday,Based on Self Initiated,POF,4,Other,11,Y,N,0,Y,Y,N,N,45.0,FEMALE,ASIAN/PAC.ISL,52.0,110.0,THN,BRO,BLN,982285,172929,BROOKLYN,82080.0
2020,February,Wednesday,Based on Self Initiated,POF,4,Other,11,Y,N,0,Y,Y,N,N,29.0,MALE,ASIAN/PAC.ISL,62.0,190.0,Other,BRO,BLK,982285,172929,BROOKLYN,82080.0
2020,February,Sunday,Based on Self Initiated,Other,1,Other,5,Y,N,0,Y,Y,N,N,20.0,MALE,BLACK,65.0,170.0,MED,BRO,BLK,1005617,188539,BROOKLYN,79800.0
2020,February,Sunday,Based on Radio Run,POM,1,Other,5,Y,N,0,Y,Y,Y,N,20.0,MALE,BLACK,6.0,180.0,MED,BLK,BLK,1005617,188539,BROOKLYN,79800.0
2020,February,Thursday,Based on Radio Run,POF,1,LARCENY,4,Y,Y,0,Y,N,Y,N,32.0,MALE,BLACK,56.0,150.0,THN,BRO,BLK,1019071,219228,QUEENS,73200.0
2020,February,Monday,Based on Radio Run,POM,1,ASSAULT,4,Y,Y,0,Y,Y,N,N,40.0,MALE,Other,52.0,130.0,THN,BRO,BLK,965001,162420,STATEN ISL & Other,43680.0
2020,February,Tuesday,Based on C/W on Scene,POM,0,ROBBERY,15,Y,Y,0,Y,N,Y,N,15.0,MALE,BLACK,55.0,150.0,THN,BLK,Other,939400,170619,STATEN ISL & Other,78300.0
2020,February,Tuesday,Based on C/W on Scene,POM,0,ROBBERY,15,Y,Y,0,Y,N,Y,N,15.0,MALE,BLACK,55.0,150.0,MED,BRO,BLK,939400,170619,STATEN ISL & Other,78300.0
2020,February,Monday,Based on Radio Run,POM,2,ASSAULT,5,Y,N,0,Y,N,N,N,19.0,MALE,WHITE,56.0,150.0,THN,BRO,Other,939937,135799,STATEN ISL & Other,9720.0
2020,February,Thursday,Based on Self Initiated,POM,15,BURGLARY,10,Y,N,0,Y,N,Y,Y,37.0,MALE,WHITE,59.0,150.0,THN,BRO,Other,986655,206342,MANHATTAN,83580.0
2020,February,Friday,Based on C/W on Scene,POM,1,LARCENY,1,Y,Y,0,Y,N,Y,N,24.0,MALE,WHITE,6.0,185.0,THN,Other,Other,1001724,230399,MANHATTAN,45900.0
2020,February,Friday,Based on Self Initiated,POM,5,Other,10,Y,N,0,N,N,N,N,43.0,MALE,Other,61.0,200.0,MED,BRO,BLK,1002242,246703,MANHATTAN,65100.00000000001
2020,February,Friday,Based on Radio Run,POM,1,ROBBERY,4,Y,N,0,N,Y,N,N,44.0,MALE,BLACK,58.0,130.0,THN,BRO,BLK,1006922,238421,BRONX,65940.0
2020,January,Wednesday,Based on Radio Run,POM,1,ROBBERY,1,Y,Y,0,Y,Y,Y,N,16.0,MALE,BLACK,56.0,140.0,THN,BRO,BLK,985267,179203,BROOKLYN,63300.00000000001
2020,February,Tuesday,Based on Radio Run,POM,0,Other,5,Y,Y,0,Y,N,Y,N,36.0,FEMALE,WHITE HISPANIC,52.0,110.0,THN,BRO,BLK,1053733,199922,QUEENS,56040.0
2020,February,Wednesday,Based on Radio Run,POM,1,LARCENY,4,Y,N,0,Y,N,N,N,43.0,MALE,WHITE HISPANIC,57.0,165.0,MED,Other,Other,994759,217528,MANHATTAN,69540.0
2020,February,Thursday,Based on Radio Run,POF,1,Other,2,N,N,0,Y,N,N,N,22.0,MALE,BLACK HISPANIC,57.0,170.0,MED,BRO,Other,982460,175159,BROOKLYN,30480.000000000004
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,1,Y,Y,0,Y,Y,Y,N,40.0,MALE,WHITE HISPANIC,511.0,185.0,MED,BRO,Other,1030510,184498,QUEENS,17100.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,4,Y,Y,0,Y,Y,Y,N,27.0,MALE,WHITE,6.0,150.0,MED,Other,Other,964326,156467,STATEN ISL & Other,8220.0
2020,February,Friday,Based on Radio Run,POM,0,LARCENY,10,Y,Y,0,Y,Y,Y,N,34.0,MALE,BLACK,51.0,175.0,Other,BRO,BLK,985927,213077,MANHATTAN,62160.00000000001
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,11,Y,Y,0,N,Y,Y,N,12.0,MALE,BLACK,53.0,100.0,THN,BRO,BLK,1020365,238680,BRONX,53700.0
2020,February,Tuesday,Based on Radio Run,POM,1,ROBBERY,5,Y,N,0,N,Y,N,N,14.0,MALE,ASIAN/PAC.ISL,55.0,130.0,Other,BRO,BLK,1024100,242266,BRONX,56400.0
2020,February,Tuesday,Based on Self Initiated,Other,1,Other,2,Y,N,0,N,N,N,N,35.0,MALE,Other,59.0,155.0,MED,BRO,Other,1011822,246787,BRONX,69960.0
2020,February,Friday,Based on Radio Run,POM,2,ROBBERY,5,Y,N,0,Y,N,N,N,25.0,MALE,BLACK,62.0,185.0,MED,BRO,Other,1017626,245682,BRONX,81000.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,3,Y,N,0,Y,N,N,N,38.0,MALE,WHITE,511.0,160.0,THN,Other,BLK,998935,173828,BROOKLYN,45960.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,3,Y,N,0,Y,N,N,N,20.0,MALE,WHITE,51.0,160.0,THN,Other,BLK,998935,173828,BROOKLYN,45960.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,2,Y,N,0,Y,N,N,N,26.0,MALE,WHITE,51.0,140.0,THN,Other,BLK,998935,173828,BROOKLYN,45960.0
2020,February,Friday,Based on Radio Run,POM,1,LARCENY,1,N,Y,0,Y,N,Y,N,51.0,MALE,BLACK,59.0,140.0,MED,BRO,BLK,994580,171542,BROOKLYN,29520.000000000004
2020,February,Friday,Based on Radio Run,POM,1,LARCENY,1,N,N,0,Y,N,Y,N,38.0,MALE,BLACK,55.0,150.0,MED,BRO,BLK,994580,171542,BROOKLYN,29520.000000000004
2020,February,Wednesday,Based on C/W on Scene,POM,2,Other,10,Y,N,0,N,Y,N,N,17.0,MALE,BLACK,6.0,160.0,THN,BRO,Other,987180,188602,BROOKLYN,51600.0
2020,February,Saturday,Based on Radio Run,POM,30,Other,3,Y,N,0,Y,Y,N,N,39.0,MALE,BLACK,62.0,160.0,THN,BRO,BLK,989792,224853,MANHATTAN,69300.0
2020,February,Thursday,Based on C/W on Scene,POM,0,Other,20,Y,Y,0,Y,Y,Y,Y,35.0,MALE,WHITE HISPANIC,58.0,180.0,THN,BRO,BLK,999225,227164,MANHATTAN,26400.0
2020,February,Thursday,Based on Radio Run,POF,1,Other,5,Y,N,0,N,Y,N,N,28.0,MALE,BLACK,56.0,160.0,THN,BRO,BLK,1002138,234875,MANHATTAN,80160.0
2020,February,Thursday,Based on Radio Run,POF,1,Other,5,Y,N,0,N,Y,N,N,26.0,MALE,BLACK,51.0,180.0,MED,BRO,BLK,1002138,234875,MANHATTAN,80160.0
2020,February,Thursday,Based on Radio Run,POM,1,Other,5,Y,N,0,N,Y,N,N,24.0,MALE,BLACK,51.0,160.0,MED,BRO,BLK,1002138,234875,MANHATTAN,80160.0
2020,February,Sunday,Based on Radio Run,POM,1,Other,1,Y,N,0,Y,Y,N,N,23.0,MALE,WHITE HISPANIC,57.0,190.0,MED,BRO,BLK,1004555,254109,MANHATTAN,13800.0
2020,February,Thursday,Based on Radio Run,POF,1,ROBBERY,7,Y,N,0,Y,Y,N,N,13.0,MALE,BLACK,55.0,130.0,THN,Other,Other,1006067,234062,BRONX,66780.0
2020,February,Thursday,Based on Radio Run,POF,1,ROBBERY,7,Y,N,0,Y,Y,N,N,13.0,MALE,BLACK,51.0,150.0,THN,Other,Other,1006067,234062,BRONX,66780.0
2020,February,Thursday,Based on Radio Run,POM,1,ROBBERY,7,Y,N,0,Y,Y,N,N,13.0,MALE,BLACK,57.0,130.0,THN,Other,Other,1006067,234062,BRONX,66780.0
2020,February,Thursday,Based on Radio Run,POM,5,ROBBERY,4,Y,N,0,Y,N,N,N,22.0,MALE,WHITE HISPANIC,57.0,175.0,MED,BRO,Other,1005856,234539,BRONX,66360.0
2020,February,Saturday,Based on Self Initiated,Other,5,Other,5,Y,Y,0,N,Y,Y,Y,18.0,MALE,BLACK HISPANIC,58.0,175.0,THN,BRO,BLK,1017854,243216,BRONX,5100.0
2020,February,Saturday,Based on Radio Run,POM,1,ASSAULT,15,Y,N,0,Y,Y,Y,N,26.0,MALE,WHITE,56.0,160.0,THN,Other,BLK,993792,165501,BROOKLYN,62460.00000000001
2020,February,Saturday,Based on Self Initiated,POM,1,Other,1,Y,N,0,N,Y,N,N,19.0,MALE,BLACK,57.0,170.0,MED,BLK,Other,1016391,179852,BROOKLYN,85200.0
2020,February,Monday,Based on Radio Run,POM,2110,ROBBERY,5,Y,Y,0,Y,Y,Y,Y,14.0,MALE,BLACK,51.0,120.0,THN,BRO,BLK,995745,189454,BROOKLYN,75900.0
2020,February,Monday,Based on Radio Run,POM,2110,ROBBERY,5,Y,Y,0,Y,Y,Y,N,14.0,MALE,BLACK,55.0,120.0,THN,BRO,BLK,995745,189454,BROOKLYN,75900.0
2020,February,Monday,Based on Radio Run,POM,2110,ROBBERY,5,Y,Y,0,Y,Y,Y,N,12.0,MALE,BLACK,59.0,100.0,THN,BRO,BLK,995745,189454,BROOKLYN,75900.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,20,Y,Y,0,Y,Y,Y,N,39.0,MALE,BLACK,57.0,140.0,THN,BRO,BLK,1052790,156197,QUEENS,64140.00000000001
2020,February,Friday,Based on Radio Run,POM,1,ROBBERY,19,Y,N,0,N,Y,N,N,21.0,MALE,BLACK HISPANIC,56.0,150.0,THN,BRO,BLK,1030953,193887,QUEENS,60060.00000000001
2020,February,Saturday,Based on Radio Run,POM,2,Other,25,Y,Y,0,Y,N,Y,N,25.0,MALE,WHITE,59.0,200.0,MED,BRO,Other,1020819,206204,QUEENS,56700.0
2020,February,Thursday,Based on Radio Run,POM,0,ASSAULT,25,Y,N,0,Y,Y,Y,Y,16.0,MALE,BLACK HISPANIC,59.0,135.0,THN,BRO,BLK,1020357,212408,QUEENS,58200.0
2020,February,Sunday,Based on Self Initiated,Other,1,Other,7,Y,Y,0,N,Y,Y,Y,46.0,MALE,BLACK,511.0,200.0,MED,BRO,Other,998668,231142,MANHATTAN,9120.0
2020,February,Sunday,Based on Self Initiated,POM,2,Other,35,Y,N,0,N,Y,Y,N,17.0,MALE,BLACK,59.0,200.0,Other,BRO,BLK,1000936,156628,BROOKLYN,0.0
2020,February,Sunday,Based on Self Initiated,POM,0,Other,35,Y,N,0,N,Y,Y,N,21.0,MALE,BLACK,61.0,240.0,MED,BRO,BLK,1000936,156628,BROOKLYN,12600.0
2020,February,Sunday,Based on C/W on Scene,POM,0,BURGLARY,25,Y,N,0,Y,N,N,N,44.0,MALE,BLACK,55.0,150.0,THN,BRO,Other,1001008,177896,BROOKLYN,15000.000000000002
2020,February,Sunday,Based on Self Initiated,POM,0,BURGLARY,20,Y,N,0,Y,Y,Y,N,25.0,MALE,BLACK,6.0,175.0,Other,BRO,Other,1001017,177774,BROOKLYN,15300.000000000002
2020,February,Saturday,Based on Self Initiated,POM,2,Other,5,Y,N,0,Y,N,N,N,40.0,MALE,ASIAN/PAC.ISL,58.0,160.0,MED,BRO,BLK,1030993,200019,QUEENS,81720.0
2020,February,Wednesday,Based on C/W on Scene,POM,1,LARCENY,10,Y,Y,0,Y,N,Y,N,53.0,MALE,BLACK,62.0,160.0,THN,BRO,Other,990290,224865,MANHATTAN,44340.0
2020,February,Sunday,Based on Radio Run,POM,1,LARCENY,20,Y,N,0,Y,N,N,N,0.0,MALE,WHITE HISPANIC,54.0,145.0,MED,BRO,BLK,999429,244710,MANHATTAN,33900.0
2020,February,Tuesday,Based on Radio Run,POM,1,ASSAULT,10,Y,Y,0,Y,Y,Y,N,27.0,MALE,WHITE,57.0,160.0,MED,BRO,BLK,1003977,253049,MANHATTAN,69300.0
2020,January,Wednesday,Based on Radio Run,POM,0,Other,5,Y,N,0,Y,Y,N,N,40.0,MALE,BLACK,6.0,280.0,Other,BRO,Other,1021898,245357,BRONX,69900.0
2020,February,Tuesday,Based on Self Initiated,POF,1,Other,3,Y,N,0,N,Y,Y,N,0.0,MALE,BLACK,511.0,240.0,Other,BRO,BLK,1016919,255652,BRONX,76500.0
2020,February,Tuesday,Based on Self Initiated,POF,1,ROBBERY,2,Y,N,0,N,Y,Y,N,0.0,MALE,BLACK HISPANIC,57.0,170.0,THN,BRO,Other,1013463,254828,BRONX,78180.0
2020,February,Saturday,Based on Radio Run,POM,1,ASSAULT,5,Y,N,0,Y,N,N,N,24.0,MALE,BLACK,59.0,170.0,THN,BRO,BLK,1010393,182186,BROOKLYN,56220.0
2020,February,Tuesday,Based on Self Initiated,POM,1,BURGLARY,0,Y,N,0,N,N,N,N,47.0,MALE,WHITE HISPANIC,56.0,150.0,Other,BRO,Other,1030842,218171,QUEENS,40260.0
2020,February,Thursday,Based on Radio Run,POM,1,Other,4,Y,N,0,Y,N,N,N,35.0,MALE,BLACK,57.0,170.0,MED,BRO,Other,1044637,188904,QUEENS,36000.0
2020,February,Saturday,Based on Radio Run,POM,1,ASSAULT,4,Y,Y,0,Y,N,Y,N,13.0,FEMALE,BLACK,54.0,100.0,THN,BRO,BLK,947176,170105,STATEN ISL & Other,72600.0
2020,February,Saturday,Based on Radio Run,POM,1,ASSAULT,2,N,Y,0,Y,Y,Y,N,12.0,FEMALE,BLACK,52.0,100.0,THN,BRO,BLK,946818,170308,STATEN ISL & Other,72720.0
2020,February,Tuesday,Based on C/W on Scene,POM,1,Other,4,Y,N,0,Y,Y,Y,N,25.0,MALE,BLACK,6.0,160.0,Other,BLK,BLK,1001716,231429,MANHATTAN,73440.0
2020,February,Friday,Based on C/W on Scene,POM,2,Other,1,Y,N,0,N,Y,N,N,20.0,MALE,BLACK,58.0,200.0,Other,BRO,BLK,1001707,191769,BROOKLYN,61800.00000000001
2020,February,Tuesday,Based on Radio Run,POF,3,BURGLARY,6,Y,Y,0,Y,N,Y,N,34.0,MALE,WHITE HISPANIC,51.0,200.0,MED,Other,Other,1003137,191761,BROOKLYN,18480.0
2020,February,Sunday,Based on Self Initiated,POM,0,LARCENY,10,Y,Y,0,Y,N,Y,Y,17.0,MALE,BLACK,511.0,200.0,MED,BLK,BLK,989309,219188,MANHATTAN,59040.00000000001
2020,February,Sunday,Based on Radio Run,POM,2,ASSAULT,5,Y,Y,0,Y,Y,Y,N,17.0,MALE,BLACK,6.0,145.0,THN,BRO,BLK,1004599,234441,BRONX,84900.0
2020,February,Sunday,Based on C/W on Scene,POM,1,ASSAULT,5,N,N,0,Y,N,N,N,0.0,MALE,WHITE HISPANIC,58.0,175.0,MED,BRO,BLK,1009904,250297,BRONX,7620.000000000001
2020,February,Sunday,Based on Radio Run,POF,2,ASSAULT,3,Y,Y,0,Y,Y,Y,N,28.0,MALE,BLACK,6.0,210.0,THN,BRO,BLK,1026387,262634,BRONX,15300.000000000002
2020,February,Friday,Based on Radio Run,POM,1019,ROBBERY,3,Y,Y,0,Y,N,N,N,26.0,MALE,BLACK,6.0,155.0,THN,BRO,BLK,1006275,169375,BROOKLYN,37260.0
2020,February,Sunday,Based on Radio Run,POM,2,BURGLARY,50,Y,N,0,Y,Y,Y,N,15.0,MALE,WHITE,51.0,200.0,MED,BRO,BLK,976618,164062,BROOKLYN,10800.0
2020,February,Sunday,Based on C/W on Scene,POM,1,ROBBERY,20,Y,N,0,Y,Y,Y,N,15.0,MALE,BLACK,51.0,200.0,MED,BRO,BLK,992663,173305,BROOKLYN,61140.00000000001
2020,January,Saturday,Based on Radio Run,POM,1,Other,8,Y,Y,0,Y,N,Y,Y,53.0,FEMALE,WHITE HISPANIC,62.0,200.0,MED,BRO,BLN,1011026,178575,BROOKLYN,48060.0
2020,February,Sunday,Based on C/W on Scene,POM,1,ROBBERY,5,Y,N,0,Y,Y,N,N,17.0,MALE,BLACK,56.0,140.0,MED,BRO,BLK,989068,194111,BROOKLYN,79440.0
2020,February,Sunday,Based on Radio Run,POM,2,ROBBERY,1,Y,Y,0,Y,N,N,N,16.0,MALE,Other,61.0,220.0,Other,BRO,BLK,1048907,216487,QUEENS,50640.0
2020,February,Monday,Based on Radio Run,POM,2,LARCENY,15,Y,Y,0,Y,N,Y,N,30.0,FEMALE,BLACK HISPANIC,55.0,115.0,THN,BRO,BLK,982171,197947,MANHATTAN,16800.0
2020,February,Sunday,Based on C/W on Scene,POM,2,ROBBERY,4,Y,N,0,N,Y,N,N,0.0,MALE,BLACK,58.0,140.0,THN,BRO,BLK,1014622,240324,BRONX,68700.0
2020,February,Wednesday,Based on Radio Run,POM,0,Other,5,N,Y,0,Y,Y,Y,Y,18.0,MALE,WHITE HISPANIC,57.0,150.0,THN,BRO,Other,1009879,258865,BRONX,63480.00000000001
2020,February,Monday,Based on Radio Run,POM,1,LARCENY,15,Y,N,0,Y,Y,N,N,49.0,MALE,BLACK,0.0,170.0,MED,BLK,BLK,1002347,187268,BROOKLYN,36900.0
2020,January,Thursday,Based on Self Initiated,POM,1,LARCENY,3,N,N,0,N,Y,N,N,28.0,MALE,WHITE,6.0,180.0,THN,BRO,Other,954943,148360,STATEN ISL & Other,46560.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,11,Y,Y,0,Y,Y,Y,N,27.0,MALE,WHITE,51.0,150.0,THN,BRO,BLK,958280,151379,STATEN ISL & Other,20160.0
2020,February,Saturday,Based on Self Initiated,POM,1,Other,1,Y,N,0,N,Y,N,N,44.0,MALE,BLACK,61.0,210.0,Other,BRO,BLK,997401,235600,MANHATTAN,540.0
2020,February,Monday,Based on Self Initiated,POM,1,Other,10,Y,N,0,Y,N,Y,N,28.0,MALE,BLACK,59.0,180.0,THN,BRO,BLK,997261,232213,MANHATTAN,44520.0
2020,February,Monday,Based on Self Initiated,POM,1,Other,10,Y,Y,0,Y,N,Y,N,38.0,FEMALE,BLACK,56.0,150.0,THN,BRO,BLK,997261,232213,MANHATTAN,44520.0
2020,February,Monday,Based on Self Initiated,POM,1,Other,10,Y,N,0,Y,N,N,N,0.0,FEMALE,BLACK,55.0,130.0,THN,BLK,BLK,997261,232213,MANHATTAN,44520.0
2020,February,Monday,Based on Self Initiated,POM,2,Other,6,Y,N,0,Y,N,Y,N,21.0,MALE,WHITE HISPANIC,54.0,140.0,MED,BRO,BLK,1004696,234564,BRONX,45300.0
2020,February,Tuesday,Based on Radio Run,POM,1,Other,2,Y,N,0,N,Y,N,N,30.0,MALE,BLACK,56.0,180.0,Other,BRO,BLK,1011916,239310,BRONX,840.0
2020,February,Sunday,Based on Radio Run,POM,2,ROBBERY,3,Y,N,0,Y,N,N,N,18.0,MALE,BLACK,58.0,140.0,THN,BRO,BLK,985295,190938,BROOKLYN,72480.0
2020,February,Sunday,Based on Radio Run,POM,1,ROBBERY,3,Y,Y,0,Y,Y,N,N,17.0,MALE,BLACK,61.0,185.0,MED,BRO,BLK,985499,195108,BROOKLYN,71580.0
2020,February,Sunday,Based on Radio Run,POM,1,ROBBERY,5,Y,N,0,Y,Y,N,N,17.0,MALE,BLACK,59.0,170.0,MED,BRO,BLK,986298,195056,BROOKLYN,71760.0
2020,February,Monday,Based on Radio Run,POM,1,ASSAULT,21,Y,Y,0,Y,Y,N,N,53.0,MALE,WHITE HISPANIC,57.0,180.0,MED,BRO,Other,1043442,182536,QUEENS,67200.0
2020,February,Saturday,Based on C/W on Scene,POF,10,LARCENY,10,Y,N,0,Y,Y,N,N,25.0,MALE,WHITE HISPANIC,57.0,260.0,Other,Other,BLK,983695,214641,MANHATTAN,16800.0
2020,February,Saturday,Based on C/W on Scene,POF,10,LARCENY,10,Y,Y,0,Y,Y,Y,N,21.0,MALE,WHITE HISPANIC,57.0,200.0,THN,BRO,BLK,983695,214641,MANHATTAN,16800.0
2020,February,Sunday,Based on Radio Run,POM,1,ASSAULT,10,Y,N,0,Y,N,N,N,64.0,MALE,BLACK,58.0,170.0,MED,BRO,Other,986937,214785,MANHATTAN,67380.0
2020,February,Friday,Based on C/W on Scene,POM,1,Other,3,Y,N,0,Y,Y,Y,N,49.0,MALE,WHITE HISPANIC,6.0,180.0,MED,BRO,BLK,1004696,234564,BRONX,9300.0
2020,February,Monday,Based on Radio Run,POM,0,BURGLARY,13,Y,N,0,Y,Y,N,N,39.0,MALE,BLACK HISPANIC,58.0,140.0,THN,BRO,Other,1026775,255862,BRONX,49200.0
2020,January,Tuesday,Based on Radio Run,POF,1,Other,5,Y,N,0,Y,Y,N,N,57.0,MALE,BLACK,61.0,150.0,THN,BRO,Other,937087,143436,STATEN ISL & Other,20700.0
2020,February,Tuesday,Based on C/W on Scene,POM,1,ROBBERY,25,Y,N,0,N,Y,N,N,27.0,MALE,WHITE HISPANIC,6.0,180.0,MED,BRO,Other,981681,199944,MANHATTAN,77700.0
2020,February,Tuesday,Based on C/W on Scene,POM,1,ROBBERY,25,Y,N,0,N,Y,N,N,35.0,FEMALE,BLACK,56.0,150.0,MED,BRO,BLK,981681,199944,MANHATTAN,77700.0
2020,February,Tuesday,Based on C/W on Scene,POM,1,ROBBERY,25,Y,N,0,Y,Y,N,N,17.0,FEMALE,BLACK,55.0,150.0,MED,BRO,Other,981681,199944,MANHATTAN,77700.0
2020,February,Tuesday,Based on C/W on Scene,POM,1,ROBBERY,25,Y,N,0,N,Y,N,N,18.0,FEMALE,BLACK,55.0,140.0,MED,BRO,BLK,981681,199944,MANHATTAN,77700.0
2020,February,Tuesday,Based on C/W on Scene,POM,1,ROBBERY,25,Y,N,0,N,Y,N,N,16.0,FEMALE,BLACK,54.0,140.0,MED,BRO,BLK,981681,199944,MANHATTAN,77700.0
2020,February,Sunday,Based on C/W on Scene,Other,1,ROBBERY,5,Y,Y,0,Y,N,Y,N,37.0,MALE,BLACK,511.0,180.0,MED,BRO,BLK,986727,212657,MANHATTAN,9720.0
2020,February,Monday,Based on C/W on Scene,POM,1,ROBBERY,4,Y,Y,0,Y,N,Y,N,49.0,MALE,WHITE HISPANIC,57.0,130.0,THN,BRO,BLK,986454,213101,MANHATTAN,18480.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,3,Y,N,0,Y,N,N,N,0.0,MALE,BLACK HISPANIC,0.0,0.0,THN,BRO,BLK,998145,225101,MANHATTAN,62100.00000000001
2020,February,Wednesday,Based on Self Initiated,POM,1,Other,5,Y,Y,0,N,Y,Y,Y,16.0,MALE,BLACK,56.0,170.0,MED,BRO,BLK,998724,226662,MANHATTAN,64500.00000000001
2020,February,Tuesday,Based on Radio Run,Other,1,Other,5,Y,Y,0,N,Y,Y,Y,29.0,MALE,BLACK,511.0,170.0,MED,BRO,BLK,1001591,232724,MANHATTAN,4800.0
2020,February,Tuesday,Based on Self Initiated,POM,5,ASSAULT,2,Y,N,0,Y,N,N,N,25.0,MALE,BLACK,57.0,150.0,THN,Other,BLK,998142,231243,MANHATTAN,48000.0
2020,February,Friday,Based on Radio Run,POM,1,Other,5,N,N,0,Y,N,N,N,17.0,MALE,BLACK,6.0,160.0,THN,BRO,BLK,997393,231875,MANHATTAN,60300.00000000001
2020,February,Friday,Based on Radio Run,POM,1,Other,5,N,N,0,Y,N,N,N,16.0,MALE,BLACK,54.0,130.0,MED,BRO,BLK,997393,231875,MANHATTAN,60300.00000000001
2020,February,Friday,Based on Radio Run,POM,2,Other,3,Y,N,0,Y,N,N,N,18.0,MALE,BLACK,6.0,185.0,MED,BRO,BLK,997393,231875,MANHATTAN,60720.00000000001
2020,February,Friday,Based on C/W on Scene,POM,1,Other,5,Y,N,0,Y,N,Y,N,26.0,MALE,WHITE HISPANIC,58.0,150.0,MED,Other,Other,998941,233732,MANHATTAN,69960.0
2020,February,Sunday,Based on C/W on Scene,POF,0,LARCENY,10,Y,N,0,Y,N,N,N,34.0,FEMALE,BLACK,55.0,165.0,MED,BRO,Other,997483,230390,MANHATTAN,40260.0
2020,February,Monday,Based on Radio Run,POM,1,ROBBERY,14,Y,Y,0,N,Y,N,N,25.0,MALE,WHITE HISPANIC,51.0,160.0,THN,BRO,BLK,1003693,238130,BRONX,64620.00000000001
2020,February,Monday,Based on Radio Run,POM,1,ROBBERY,14,Y,Y,0,N,Y,Y,N,21.0,MALE,WHITE HISPANIC,59.0,160.0,MED,BRO,Other,1003693,238130,BRONX,64620.00000000001
2020,February,Monday,Based on Radio Run,POM,1,ROBBERY,14,Y,Y,0,N,Y,Y,N,26.0,MALE,BLACK,57.0,140.0,THN,BRO,BLK,1003693,238130,BRONX,64620.00000000001
2020,February,Monday,Based on Radio Run,POM,1,ROBBERY,14,Y,Y,0,N,Y,Y,N,23.0,FEMALE,WHITE HISPANIC,54.0,180.0,Other,BRO,Other,1003693,238130,BRONX,64620.00000000001
2020,February,Tuesday,Based on C/W on Scene,POM,1,Other,1,Y,N,0,Y,Y,N,N,30.0,MALE,BLACK,6.0,170.0,THN,BRO,BLK,1013342,253369,BRONX,33780.0
2020,February,Friday,Based on Self Initiated,POM,5,BURGLARY,15,Y,N,0,N,Y,N,N,63.0,MALE,WHITE,511.0,180.0,THN,BRO,BLK,985611,174612,BROOKLYN,56220.0
2020,January,Wednesday,Based on Radio Run,POM,3,BURGLARY,5,Y,N,0,Y,N,N,N,0.0,MALE,WHITE HISPANIC,56.0,0.0,MED,Other,Other,999633,190252,BROOKLYN,52500.0
2020,February,Sunday,Based on C/W on Scene,POM,0,ASSAULT,15,Y,Y,0,Y,N,Y,N,32.0,MALE,ASIAN/PAC.ISL,58.0,190.0,MED,BRO,BLK,1038520,184499,QUEENS,82200.0
2020,February,Monday,Based on Radio Run,Other,1,Other,5,Y,N,0,Y,Y,N,N,34.0,MALE,WHITE HISPANIC,58.0,175.0,MED,BRO,BLK,1034258,185634,QUEENS,61440.00000000001
2020,February,Monday,Based on Radio Run,POF,1,Other,5,Y,N,0,Y,Y,N,N,27.0,MALE,WHITE HISPANIC,58.0,180.0,MED,BRO,BLK,1034258,185634,QUEENS,61440.00000000001
2020,February,Sunday,Based on Radio Run,POM,1,LARCENY,15,Y,Y,0,Y,N,Y,N,20.0,MALE,BLACK,55.0,160.0,MED,BRO,BLK,982285,201681,MANHATTAN,22740.0
2020,February,Monday,Based on Radio Run,POM,1,Other,15,Y,N,0,Y,N,N,N,20.0,MALE,BLACK,59.0,170.0,MED,BRO,BLK,983485,202249,MANHATTAN,73140.0
2020,February,Monday,Based on Radio Run,POM,1,Other,15,Y,N,0,Y,N,N,N,21.0,MALE,BLACK,57.0,160.0,MED,BRO,BLK,983485,202249,MANHATTAN,73140.0
