SUSPECT_ARRESTED_FLAG,YEAR,OBSERVED_DURATION_MINUTES,DAY,MONTH,SUSPECT_WEIGHT,SUSPECT_HEIGHT,SUSPECT_REPORTED_AGE,STOP_DURATION_MINUTES,STOP_LOCATION_X,STOP_LOCATION_Y,SUMMONS_ISSUED_FLAG,SECONDS
N,2020,1,Friday,May,120.0,57.0,36.0,25,987259,183612,0,85260.0
N,2020,5,Wednesday,April,150.0,51.0,54.0,7,1003447,190167,0,61200.00000000001
Y,2020,1,Friday,April,0.0,56.0,14.0,8,990015,192826,0,69300.0
Y,2020,5,Wednesday,April,150.0,58.0,35.0,15,1028713,187853,1,70860.0
N,2020,1,Thursday,April,160.0,57.0,35.0,5,1060150,218045,0,61440.00000000001
N,2020,1,Tuesday,May,180.0,51.0,18.0,5,940346,169171,0,42300.0
Y,2020,1,Wednesday,May,215.0,511.0,0.0,6,983065,206471,0,5100.0
N,2020,2,Saturday,May,150.0,58.0,48.0,36,987058,203626,0,71340.0
Y,2020,1,Friday,April,170.0,6.0,29.0,3,992063,228791,0,61680.00000000001
N,2020,1,Thursday,April,250.0,511.0,18.0,5,993963,229893,1,69960.0
Y,2020,1,Sunday,May,160.0,59.0,24.0,12,1009207,240367,0,65580.0
N,2020,2,Friday,May,215.0,51.0,30.0,2,1010106,241483,0,82320.0
N,2020,1,Tuesday,May,0.0,55.0,42.0,5,1012493,241147,0,61260.00000000001
N,2020,2,Tuesday,May,210.0,52.0,32.0,3,1010763,243727,0,79680.0
Y,2020,1,Tuesday,May,180.0,59.0,20.0,10,1033401,241153,0,70680.0
N,2020,1,Tuesday,May,160.0,6.0,17.0,10,1033546,242018,0,70800.0
N,2020,0,Tuesday,May,165.0,511.0,22.0,5,1033401,241153,0,70800.0
N,2020,1,Saturday,May,200.0,62.0,40.0,4,1011147,249624,0,8220.0
Y,2020,1,Saturday,May,140.0,54.0,32.0,4,1019964,245709,0,840.0
Y,2020,1,Sunday,May,150.0,58.0,29.0,15,1007390,173166,0,77160.0
N,2020,1,Saturday,May,200.0,53.0,31.0,30,983142,178798,0,18300.0
N,2020,1,Saturday,May,200.0,55.0,25.0,30,983142,178798,0,18300.0
Y,2020,1,Monday,May,140.0,57.0,27.0,22,979456,172208,0,8820.0
Y,2020,0,Friday,May,180.0,61.0,32.0,3,1010069,183287,0,67800.0
Y,2020,1,Monday,May,150.0,511.0,43.0,8,1015516,178372,0,6420.0
N,2020,1,Sunday,May,175.0,511.0,32.0,15,982841,185586,0,68580.0
Y,2020,5,Monday,May,170.0,63.0,28.0,20,986052,193721,0,83880.0
Y,2020,5,Monday,May,160.0,56.0,21.0,20,986052,193721,0,84060.0
Y,2020,5,Monday,May,170.0,58.0,20.0,20,986052,193721,0,84060.0
N,2020,1,Tuesday,May,170.0,511.0,23.0,10,988806,190220,0,62820.00000000001
N,2020,1,Tuesday,May,180.0,57.0,25.0,10,988806,190220,0,62820.00000000001
N,2020,1,Tuesday,May,230.0,61.0,26.0,10,988806,190220,0,62820.00000000001
N,2020,1,Tuesday,May,160.0,59.0,25.0,10,988806,190220,0,62820.00000000001
N,2020,1,Tuesday,May,180.0,6.0,22.0,6,938816,167105,0,5940.0
N,2020,1,Tuesday,May,160.0,57.0,31.0,6,938816,167105,0,5940.0
N,2020,1,Tuesday,May,220.0,56.0,31.0,6,938816,167105,0,5940.0
N,2020,1,Friday,May,180.0,51.0,34.0,10,925946,129602,0,74700.0
Y,2020,1,Monday,May,215.0,64.0,33.0,10,926041,134753,0,61740.00000000001
Y,2020,1,Tuesday,April,200.0,56.0,57.0,9,993898,231697,0,12840.0
N,2020,1,Tuesday,May,150.0,56.0,18.0,2,1013646,253325,0,84900.0
N,2020,1,Wednesday,April,150.0,58.0,20.0,4,997677,184612,1,37320.0
N,2020,4,Monday,April,250.0,51.0,27.0,5,995584,190451,0,52200.0
N,2020,1,Saturday,May,190.0,58.0,54.0,10,998659,191633,0,31260.000000000004
Y,2020,2,Tuesday,May,175.0,57.0,33.0,7,1039125,192380,0,16860.0
Y,2020,1,Tuesday,May,150.0,56.0,48.0,7,1039125,192380,0,16860.0
Y,2020,1,Friday,May,160.0,59.0,22.0,20,1013605,211943,0,18000.0
Y,2020,1,Friday,May,160.0,51.0,19.0,25,1013605,211943,0,19200.0
N,2020,1,Saturday,May,160.0,58.0,32.0,8,985309,201423,0,50100.0
Y,2020,10,Tuesday,May,150.0,59.0,49.0,3,983435,208693,0,63600.00000000001
N,2020,3,Thursday,April,180.0,6.0,59.0,5,987001,212736,0,58620.00000000001
N,2020,0,Tuesday,May,250.0,55.0,30.0,15,1000519,227811,0,44760.0
N,2020,2,Saturday,May,150.0,54.0,30.0,12,995116,230704,0,48600.0
Y,2020,5,Tuesday,May,150.0,51.0,22.0,20,1001710,229248,0,77400.0
N,2020,1,Wednesday,April,180.0,62.0,27.0,5,1009762,184746,0,74100.0
Y,2020,2,Thursday,April,0.0,59.0,0.0,8,1007711,183018,0,32880.0
Y,2020,1,Monday,April,150.0,54.0,21.0,5,1013281,180373,0,56100.0
Y,2020,1,Tuesday,April,160.0,58.0,25.0,10,982503,186146,0,55440.0
N,2020,1,Friday,May,130.0,55.0,30.0,37,998221,200250,0,50820.0
Y,2020,1,Tuesday,May,170.0,56.0,21.0,10,1033539,202431,0,49980.0
Y,2020,1,Tuesday,May,150.0,62.0,17.0,10,1033539,202431,0,49980.0
N,2020,1,Saturday,May,130.0,59.0,22.0,4,1038373,202975,0,67860.0
Y,2020,1,Wednesday,May,150.0,57.0,37.0,5,1031584,217943,0,7800.000000000001
Y,2020,2,Friday,May,175.0,61.0,55.0,5,1052817,192375,0,59040.00000000001
Y,2020,0,Wednesday,May,180.0,511.0,30.0,20,1005382,218808,0,42180.0
N,2020,2,Wednesday,May,160.0,63.0,35.0,6,990326,225792,0,79800.0
N,2020,1,Saturday,May,180.0,0.0,30.0,3,997670,230545,0,85380.0
N,2020,2,Tuesday,May,180.0,58.0,39.0,3,1017137,245456,0,76740.0
N,2020,0,Wednesday,April,160.0,51.0,20.0,20,1021676,250145,1,63900.00000000001
N,2020,2,Tuesday,May,8.0,0.0,20.0,5,1000630,156392,0,67800.0
N,2020,2,Tuesday,May,145.0,54.0,25.0,5,1000630,156392,0,67980.0
N,2020,2,Tuesday,May,160.0,58.0,15.0,5,1000630,156392,0,67980.0
N,2020,1,Wednesday,May,180.0,6.0,35.0,1,977629,167533,0,65760.0
N,2020,1,Friday,May,160.0,51.0,34.0,9,999484,178801,1,62220.00000000001
N,2020,1,Monday,April,210.0,6.0,50.0,3,1019531,182681,0,63720.00000000001
N,2020,1,Sunday,May,220.0,59.0,42.0,10,982970,185500,0,68700.0
N,2020,1,Saturday,April,200.0,6.0,49.0,10,988541,187553,0,81300.0
N,2020,1,Thursday,April,130.0,58.0,52.0,11,1004132,187259,0,16800.0
N,2020,1,Thursday,April,160.0,6.0,25.0,5,988811,189963,0,76560.0
N,2020,1,Wednesday,May,200.0,55.0,39.0,5,1034012,219751,0,71880.0
Y,2020,1,Thursday,April,190.0,51.0,51.0,2,986671,209637,0,53460.0
Y,2020,1,Thursday,May,150.0,58.0,44.0,5,991654,213389,0,13920.0
N,2020,1,Thursday,April,140.0,58.0,15.0,10,999378,230483,0,65400.00000000001
N,2020,1,Thursday,April,140.0,57.0,13.0,10,999378,230483,0,65400.00000000001
N,2020,0,Saturday,May,130.0,56.0,0.0,5,1014947,249890,0,9600.0
Y,2020,1,Sunday,May,200.0,6.0,39.0,5,987525,162768,0,14700.000000000002
N,2020,1,Thursday,May,160.0,59.0,0.0,3,1006964,193570,0,13800.0
N,2020,1,Wednesday,May,210.0,51.0,38.0,15,1005995,218211,0,26280.0
N,2020,1,Thursday,May,220.0,56.0,28.0,5,1008797,238970,0,58740.00000000001
Y,2020,1,Sunday,May,180.0,58.0,38.0,1,1011061,248038,0,71820.0
Y,2020,1,Saturday,April,180.0,511.0,37.0,2,1009947,186738,0,61200.00000000001
N,2020,1,Monday,March,170.0,6.0,41.0,15,987070,189734,0,48060.0
N,2020,1,Monday,March,150.0,54.0,31.0,15,987070,189734,0,48060.0
Y,2020,2,Thursday,April,165.0,511.0,55.0,4,1000024,199694,0,81720.0
N,2020,1,Thursday,April,175.0,51.0,30.0,4,998196,210378,0,17940.0
Y,2020,0,Thursday,May,135.0,6.0,20.0,60,1035356,220936,0,27900.0
N,2020,1,Thursday,May,160.0,59.0,36.0,5,1031697,214421,0,45420.0
N,2020,1,Thursday,May,160.0,58.0,60.0,9,957286,155923,0,49620.0
Y,2020,2,Thursday,May,185.0,59.0,55.0,10,994537,224035,0,70500.0
Y,2020,1,Thursday,May,160.0,58.0,25.0,14,1005203,255077,0,69180.0
Y,2020,2,Thursday,May,190.0,62.0,26.0,1,1008282,240025,0,6000.0
Y,2020,2,Tuesday,April,185.0,59.0,0.0,6,1010291,180827,0,4320.0
Y,2020,2,Wednesday,April,155.0,57.0,0.0,6,1010291,180827,0,4500.0
N,2020,1,Monday,May,210.0,6.0,25.0,5,996546,187436,0,78780.0
N,2020,1,Wednesday,May,120.0,54.0,21.0,5,1004627,188935,0,82200.0
N,2020,1,Wednesday,May,150.0,59.0,21.0,10,1002857,190806,0,79920.0
Y,2020,1,Wednesday,May,130.0,58.0,20.0,28,1049426,199392,0,53760.0
Y,2020,1,Wednesday,May,150.0,59.0,24.0,28,1049426,199392,1,53700.0
Y,2020,1,Thursday,May,200.0,59.0,34.0,10,1018930,208740,0,19380.0
N,2020,1,Wednesday,April,165.0,57.0,53.0,15,1007653,219563,0,3480.0
N,2020,1,Monday,April,160.0,58.0,29.0,5,988595,174428,0,71760.0
N,2020,1,Thursday,May,170.0,59.0,40.0,5,1004225,176964,0,3600.0
N,2020,1,Sunday,April,0.0,0.0,0.0,1,1018081,185046,0,480.00000000000006
N,2020,3,Monday,May,150.0,51.0,18.0,10,1000248,203278,0,0.0
N,2020,1,Wednesday,April,210.0,51.0,41.0,3,939980,135966,0,63360.00000000001
Y,2020,1,Friday,May,160.0,56.0,29.0,2,1000978,191112,0,38700.0
N,2020,0,Thursday,April,0.0,0.0,0.0,3,1004149,191270,0,68580.0
N,2020,1,Saturday,May,160.0,62.0,20.0,3,1040864,155333,0,84000.0
N,2020,1,Thursday,May,160.0,59.0,18.0,8,1052134,158324,0,60720.00000000001
N,2020,1,Friday,May,170.0,58.0,0.0,5,1046426,199704,0,38940.0
N,2020,1,Wednesday,May,160.0,511.0,50.0,2,1027274,201690,0,55200.0
N,2020,1,Saturday,May,165.0,6.0,36.0,3,1045416,186500,0,59640.00000000001
N,2020,1,Sunday,May,185.0,55.0,43.0,2,1048129,188676,0,57600.0
Y,2020,2,Friday,May,130.0,58.0,38.0,5,1017296,214748,0,42300.0
Y,2020,1,Friday,May,150.0,59.0,15.0,3,998482,226755,0,58200.0
N,2020,1,Friday,May,140.0,59.0,24.0,6,999358,226563,0,70200.0
Y,2020,2,Wednesday,February,130.0,56.0,34.0,20,1001131,234700,0,83820.0
N,2020,5,Wednesday,May,180.0,63.0,20.0,8,1004926,234532,0,9000.0
N,2020,5,Wednesday,May,160.0,59.0,39.0,8,1004926,234532,0,9000.0
N,2020,5,Wednesday,May,165.0,61.0,21.0,8,1004926,234532,0,9000.0
N,2020,2,Thursday,May,170.0,59.0,35.0,1,1008083,239658,0,6300.0
N,2020,2,Thursday,May,185.0,511.0,35.0,1,1008083,239658,0,6300.0
Y,2020,1,Friday,May,160.0,51.0,20.0,4,1028203,265968,0,12780.0
Y,2020,1,Friday,May,160.0,58.0,19.0,4,1028203,265968,0,12780.0
N,2020,5,Thursday,May,170.0,59.0,35.0,40,1014073,171967,1,600.0
Y,2020,3,Thursday,May,150.0,57.0,26.0,1,993493,200267,0,70140.0
N,2020,2,Friday,May,140.0,55.0,59.0,7,996636,207635,0,67560.0
N,2020,2,Friday,May,160.0,57.0,28.0,10,1057635,203953,0,70740.0
N,2020,1,Friday,May,170.0,61.0,26.0,4,1048473,181239,0,79200.0
N,2020,0,Tuesday,May,190.0,57.0,44.0,15,1036501,190577,0,58200.0
Y,2020,1,Friday,May,120.0,58.0,14.0,2,1007732,234749,0,61680.00000000001
N,2020,1,Wednesday,May,180.0,51.0,26.0,1,987174,148780,0,26100.0
N,2020,0,Thursday,May,160.0,57.0,19.0,10,983946,173319,0,59340.00000000001
N,2020,3,Saturday,May,180.0,6.0,19.0,4,984907,174736,0,540.0
Y,2020,1,Friday,May,165.0,55.0,19.0,1,989978,182724,0,85440.0
N,2020,10,Friday,April,170.0,511.0,33.0,3,1001602,192133,0,18120.0
N,2020,0,Thursday,May,160.0,56.0,21.0,10,982361,171309,0,59340.00000000001
Y,2020,1,Wednesday,May,120.0,52.0,0.0,14,983909,185569,0,40920.0
N,2020,5,Sunday,May,165.0,57.0,22.0,6,989867,187990,0,3780.0000000000005
N,2020,5,Sunday,May,165.0,58.0,20.0,6,989867,187990,0,3780.0000000000005
Y,2020,5,Friday,May,160.0,55.0,51.0,12,1054768,192591,0,31500.000000000004
Y,2020,1,Friday,May,120.0,55.0,45.0,5,1055006,191909,0,31800.000000000004
N,2020,1,Saturday,May,140.0,56.0,40.0,5,1041822,188539,0,38700.0
Y,2020,1,Wednesday,May,180.0,6.0,32.0,8,1001052,215726,0,18480.0
Y,2020,1,Tuesday,May,160.0,58.0,38.0,13,1018240,217074,0,68580.0
Y,2020,1,Saturday,May,180.0,51.0,50.0,1,1003055,231800,0,64320.00000000001
Y,2020,1,Sunday,May,175.0,58.0,38.0,1,1006674,238801,0,2100.0
Y,2020,1,Wednesday,May,150.0,59.0,15.0,6,1005463,233820,0,85500.0
N,2020,2,Saturday,May,150.0,56.0,39.0,6,1000387,158034,0,76500.0
N,2020,1,Wednesday,May,150.0,59.0,25.0,3,1007931,216245,0,47580.0
Y,2020,1,Sunday,May,150.0,56.0,26.0,10,986102,215979,0,600.0
Y,2020,1,Sunday,May,200.0,62.0,27.0,10,986102,215979,0,20100.0
N,2020,1,Friday,May,170.0,58.0,28.0,4,1015480,241654,0,45660.0
N,2020,2,Saturday,May,175.0,55.0,25.0,20,1022182,212796,0,16860.0
N,2020,2,Saturday,May,175.0,55.0,22.0,20,1022182,212796,0,16860.0
N,2020,2,Saturday,May,150.0,55.0,25.0,20,1022182,212796,0,17160.0
N,2020,1,Wednesday,April,200.0,51.0,18.0,10,987808,220809,0,70800.0
N,2020,1,Wednesday,April,90.0,54.0,17.0,10,987808,220809,0,70800.0
N,2020,1,Tuesday,May,160.0,61.0,20.0,5,995880,185346,0,81600.0
N,2020,1,Tuesday,May,150.0,59.0,17.0,5,995880,185346,0,81600.0
Y,2020,1,Sunday,May,170.0,55.0,37.0,5,994914,187408,0,53700.0
N,2020,1,Sunday,May,200.0,511.0,24.0,1,1037849,195055,0,46560.0
N,2020,1,Sunday,May,200.0,59.0,61.0,20,1012284,210296,1,49920.0
N,2020,1,Sunday,May,160.0,57.0,30.0,11,989377,219037,0,67140.0
Y,2020,1,Friday,May,160.0,58.0,18.0,10,999288,225706,0,63420.00000000001
Y,2020,1,Friday,May,170.0,58.0,19.0,10,999288,225706,0,63420.00000000001
Y,2020,1,Friday,May,170.0,55.0,16.0,10,999288,225706,0,63420.00000000001
N,2020,1,Tuesday,May,180.0,6.0,0.0,3,1008135,235470,0,60300.00000000001
Y,2020,5,Friday,May,150.0,61.0,21.0,5,1004821,232782,0,77640.0
Y,2020,5,Friday,May,180.0,63.0,20.0,5,1004821,232782,0,77640.0
Y,2020,5,Friday,May,180.0,54.0,39.0,5,1004821,232782,0,77640.0
Y,2020,2,Wednesday,March,150.0,51.0,17.0,10,1007379,239717,0,80400.0
Y,2020,2,Wednesday,March,290.0,64.0,22.0,10,1007379,239717,0,80400.0
Y,2020,2,Wednesday,March,130.0,56.0,18.0,10,1007379,239717,0,80400.0
Y,2020,2,Wednesday,March,170.0,61.0,23.0,10,1007379,239717,0,80400.0
N,2020,5,Thursday,April,200.0,59.0,17.0,1,1031771,242854,0,69600.0
N,2020,0,Thursday,April,140.0,57.0,19.0,120,1031771,242854,0,68400.0
Y,2020,0,Thursday,April,160.0,55.0,16.0,120,1031771,242854,0,68400.0
Y,2020,1,Saturday,May,150.0,6.0,20.0,10,1021310,257086,0,67920.0
Y,2020,1,Saturday,May,180.0,63.0,19.0,10,1021286,257004,0,67920.0
N,2020,1,Saturday,May,0.0,56.0,52.0,2,993250,150726,0,66900.0
Y,2020,2,Thursday,May,220.0,59.0,0.0,5,996704,149016,0,59100.00000000001
N,2020,2,Wednesday,April,240.0,59.0,56.0,30,990920,166182,0,85200.0
N,2020,2,Sunday,May,150.0,61.0,20.0,4,1043567,188180,0,74280.0
N,2020,2,Sunday,May,250.0,51.0,25.0,4,1043567,188180,0,74280.0
N,2020,0,Friday,April,150.0,57.0,50.0,8,988814,203798,0,56100.0
N,2020,0,Thursday,April,125.0,52.0,32.0,12,987841,203484,0,43200.0
Y,2020,1,Tuesday,May,150.0,58.0,20.0,23,1035071,204095,0,4740.0
Y,2020,0,Tuesday,May,0.0,0.0,18.0,20,1034586,203662,0,4560.0
N,2020,1,Sunday,May,245.0,64.0,48.0,5,961654,166467,0,51900.0
Y,2020,2,Sunday,May,180.0,62.0,59.0,8,986848,212883,0,5100.0
N,2020,2,Sunday,May,170.0,6.0,37.0,3,1015021,243050,0,71160.0
N,2020,3,Thursday,May,160.0,57.0,0.0,3,1013463,254828,0,55080.0
Y,2020,1,Wednesday,May,150.0,55.0,52.0,2,1004064,170700,0,72180.0
N,2020,1,Friday,May,160.0,58.0,29.0,25,1003498,163637,0,1740.0
N,2020,1,Friday,May,110.0,55.0,29.0,25,1003498,163637,0,1740.0
Y,2020,3,Friday,May,170.0,58.0,27.0,8,1005533,162704,0,9240.0
N,2020,1,Monday,April,204.0,6.0,47.0,1,1002852,182980,0,53220.0
Y,2020,2,Sunday,May,175.0,511.0,45.0,10,955780,152066,0,2340.0
N,2020,1,Friday,May,200.0,6.0,38.0,10,927733,131412,0,9600.0
N,2020,1,Friday,May,165.0,59.0,24.0,10,927733,131412,0,9600.0
Y,2020,5,Monday,May,190.0,51.0,33.0,5,1000748,234008,0,64740.00000000001
N,2020,1,Monday,May,210.0,64.0,30.0,4,1022140,244545,0,18240.0
Y,2020,1,Sunday,May,210.0,58.0,45.0,5,1022140,244545,0,83400.0
N,2020,0,Sunday,May,160.0,62.0,30.0,3,1007527,250511,0,6360.0
N,2020,1,Monday,May,160.0,56.0,25.0,40,1011155,251528,0,69780.0
N,2020,10,Tuesday,May,150.0,56.0,39.0,8,1010662,251639,0,3000.0
N,2020,1,Monday,May,190.0,62.0,35.0,3,1025802,268662,0,4500.0
Y,2020,0,Friday,May,130.0,58.0,20.0,3,1011834,253994,0,32820.0
N,2020,0,Monday,May,140.0,56.0,28.0,1,995361,176407,0,85080.0
N,2020,1,Sunday,May,160.0,59.0,25.0,10,982245,185904,1,62400.00000000001
Y,2020,1,Monday,May,160.0,58.0,27.0,20,961553,171226,0,1140.0
N,2020,1,Saturday,May,154.0,51.0,21.0,12,986095,200020,1,86040.0
N,2020,5,Saturday,May,170.0,511.0,22.0,5,986409,206027,0,44040.0
N,2020,2,Sunday,May,160.0,56.0,21.0,5,992284,228010,0,38220.0
Y,2020,1,Tuesday,May,200.0,62.0,39.0,6,997657,232391,0,18120.0
N,2020,1,Monday,May,160.0,58.0,26.0,3,993793,153826,0,63360.00000000001
Y,2020,1,Sunday,May,150.0,58.0,42.0,26,995201,154298,0,19320.0
Y,2020,1,Sunday,May,190.0,62.0,46.0,26,995201,154298,0,19320.0
Y,2020,2,Thursday,May,185.0,61.0,52.0,4,990077,184224,0,14400.0
N,2020,2,Sunday,May,180.0,51.0,20.0,2,1043795,154264,0,9000.0
N,2020,2,Sunday,May,180.0,51.0,20.0,2,1043795,154264,0,9000.0
N,2020,2,Sunday,May,175.0,511.0,25.0,2,1043795,154264,0,9000.0
N,2020,2,Sunday,May,150.0,55.0,30.0,2,1043795,154264,0,9000.0
N,2020,2,Sunday,May,200.0,58.0,30.0,2,1043795,154264,0,9000.0
Y,2020,2,Tuesday,May,180.0,58.0,21.0,45,1054763,212874,0,9060.0
Y,2020,2,Tuesday,May,160.0,59.0,20.0,45,1054763,212874,0,9060.0
Y,2020,1,Saturday,May,210.0,51.0,18.0,5,986019,207423,1,64260.00000000001
Y,2020,1,Saturday,May,120.0,57.0,17.0,5,986019,207423,0,64500.00000000001
Y,2020,1,Thursday,April,150.0,59.0,35.0,10,984725,209050,0,81540.0
Y,2020,1,Wednesday,May,185.0,6.0,28.0,5,1000901,230596,0,81480.0
N,2020,1,Monday,May,210.0,51.0,42.0,10,1005493,255252,0,42180.0
N,2020,1,Saturday,May,115.0,55.0,49.0,15,1008363,238927,0,51300.0
Y,2020,1,Monday,May,160.0,59.0,33.0,15,1021127,245272,1,53340.0
N,2020,1,Monday,April,160.0,57.0,35.0,5,1021943,236922,0,62700.00000000001
N,2020,5,Wednesday,May,170.0,511.0,21.0,10,1012787,253448,0,79140.0
N,2020,1,Wednesday,May,220.0,6.0,56.0,5,1023584,264564,0,47040.0
N,2020,1,Tuesday,May,200.0,6.0,17.0,14,974480,162245,0,46440.0
N,2020,1,Tuesday,May,150.0,51.0,18.0,14,974480,162245,0,46440.0
N,2020,1,Tuesday,May,150.0,51.0,16.0,14,974480,162245,0,46440.0
N,2020,1,Thursday,May,200.0,56.0,35.0,10,995226,174659,0,3600.0
N,2020,1,Sunday,May,0.0,0.0,0.0,5,999757,193257,0,81180.0
N,2020,1,Monday,May,0.0,0.0,0.0,1,997994,188748,0,71520.0
Y,2020,5,Saturday,May,170.0,51.0,31.0,5,1024783,204054,0,57780.0
Y,2020,1,Sunday,May,150.0,6.0,56.0,5,1007292,216688,0,31800.000000000004
N,2020,0,Monday,May,0.0,0.0,0.0,2,987024,202984,0,62820.00000000001
Y,2020,1,Tuesday,January,190.0,511.0,33.0,10,1015112,236869,0,42300.0
N,2020,1,Friday,April,210.0,62.0,26.0,20,1015252,236829,1,68100.0
N,2020,1,Tuesday,May,160.0,55.0,22.0,4,1015598,247912,0,78900.0
N,2020,1,Tuesday,May,130.0,57.0,24.0,4,1015598,247912,0,78900.0
N,2020,5,Wednesday,April,190.0,61.0,29.0,20,981265,158935,0,7380.000000000001
Y,2020,1,Tuesday,May,150.0,51.0,35.0,10,998608,171942,0,66600.0
N,2020,0,Thursday,May,180.0,57.0,25.0,3,997851,183196,0,65100.00000000001
N,2020,1,Tuesday,May,180.0,58.0,30.0,5,979135,172751,0,73080.0
N,2020,1,Tuesday,May,200.0,511.0,27.0,5,979135,172751,0,73080.0
Y,2020,1,Tuesday,May,200.0,55.0,31.0,10,980375,171773,0,63600.00000000001
N,2020,1,Wednesday,May,170.0,6.0,15.0,5,1008275,183622,0,600.0
Y,2020,1,Wednesday,May,185.0,64.0,15.0,5,1008275,183622,0,600.0
Y,2020,1,Thursday,May,155.0,511.0,22.0,8,1011000,182708,0,80100.0
N,2020,0,Sunday,May,150.0,57.0,15.0,10,999973,187138,0,61440.00000000001
N,2020,0,Sunday,May,160.0,58.0,17.0,10,999973,187138,0,61440.00000000001
N,2020,0,Sunday,May,130.0,53.0,16.0,10,999973,187138,0,61440.00000000001
N,2020,0,Sunday,May,240.0,511.0,17.0,10,999973,187138,0,61440.00000000001
N,2020,0,Sunday,May,160.0,57.0,16.0,10,999973,187138,0,61440.00000000001
N,2020,0,Monday,April,185.0,6.0,21.0,10,1000394,196008,0,9480.0
N,2020,1,Tuesday,May,160.0,51.0,37.0,8,1030923,196912,0,63900.00000000001
N,2020,0,Tuesday,May,200.0,6.0,21.0,15,1036501,190577,0,58200.0
Y,2020,1,Sunday,May,200.0,511.0,40.0,10,1017387,234778,0,62400.00000000001
Y,2020,3,Tuesday,May,245.0,51.0,33.0,3,1015737,217369,0,70320.0
N,2020,2,Friday,May,159.0,59.0,33.0,13,983884,209197,0,82800.0
N,2020,0,Tuesday,May,150.0,58.0,21.0,15,995499,237895,0,67200.0
N,2020,1,Thursday,May,135.0,55.0,28.0,21,1013727,251879,0,28260.0
Y,2020,5,Friday,March,200.0,6.0,40.0,5,983392,158818,0,37080.0
N,2020,1,Thursday,March,120.0,5.0,79.0,15,998175,179487,0,54000.0
N,2020,1,Wednesday,April,180.0,62.0,30.0,15,997812,181074,0,38400.0
N,2020,1,Wednesday,April,180.0,6.0,56.0,10,995081,179984,0,19800.0
N,2020,1,Friday,May,140.0,53.0,40.0,5,995470,206010,0,49500.0
N,2020,3,Wednesday,May,240.0,62.0,42.0,10,1041359,192689,0,10380.0
N,2020,5,Tuesday,May,240.0,62.0,42.0,13,990953,167402,0,9000.0
Y,2020,1,Saturday,May,100.0,53.0,15.0,5,986019,207423,0,63900.00000000001
Y,2020,1,Saturday,May,120.0,55.0,17.0,5,986019,207423,0,63900.00000000001
Y,2020,0,Thursday,April,130.0,56.0,17.0,5,997976,227485,0,71220.0
Y,2020,0,Thursday,April,140.0,56.0,16.0,5,997976,227485,0,71220.0
N,2020,10,Tuesday,May,110.0,5.0,13.0,10,998580,234648,0,63300.00000000001
N,2020,10,Tuesday,May,110.0,54.0,15.0,10,998580,234648,0,63300.00000000001
N,2020,1,Wednesday,May,0.0,0.0,0.0,6,1001423,236609,0,37500.0
N,2020,2,Sunday,May,150.0,56.0,20.0,10,1005006,233881,0,76500.0
Y,2020,1,Thursday,April,190.0,6.0,34.0,1,996583,174978,0,6420.0
Y,2020,0,Wednesday,May,160.0,58.0,20.0,10,997081,187926,0,78000.0
N,2020,1,Thursday,May,230.0,511.0,40.0,2,998260,186698,0,70440.0
N,2020,0,Thursday,May,200.0,58.0,46.0,6,959279,172004,0,66480.0
Y,2020,1,Tuesday,May,215.0,61.0,51.0,10,1001165,231017,0,72600.0
N,2020,1,Thursday,May,210.0,58.0,29.0,10,1005022,240771,0,62400.00000000001
Y,2020,0,Wednesday,May,170.0,6.0,28.0,5,1008286,245255,0,20580.0
Y,2020,1,Thursday,March,0.0,0.0,0.0,3,1014745,254110,0,11400.0
N,2020,0,Tuesday,April,300.0,6.0,25.0,2,1010907,252923,1,74520.0
N,2020,1,Tuesday,May,150.0,58.0,17.0,3,980645,173854,0,86280.0
N,2020,0,Wednesday,May,210.0,51.0,20.0,1,980645,173854,0,4500.0
Y,2020,1,Friday,May,180.0,6.0,35.0,1,1001262,189244,0,84120.0
Y,2020,1,Friday,May,165.0,55.0,35.0,5,1006964,193570,0,70440.0
Y,2020,0,Tuesday,May,190.0,511.0,43.0,10,995910,200682,0,63600.00000000001
Y,2020,1,Tuesday,May,180.0,51.0,39.0,10,1001547,203048,0,74520.0
N,2020,2,Friday,May,180.0,58.0,25.0,5,1060102,191016,0,12000.0
N,2020,1,Thursday,May,155.0,57.0,35.0,10,1027736,184780,0,77820.0
N,2020,1,Wednesday,May,190.0,59.0,32.0,10,1030742,213485,0,68100.0
N,2020,1,Monday,May,200.0,58.0,31.0,10,1007686,215367,0,84120.0
Y,2020,1,Friday,May,130.0,58.0,35.0,7,1021086,214659,0,14400.0
Y,2020,5,Saturday,May,165.0,58.0,34.0,10,1016506,214518,0,14400.0
N,2020,2,Wednesday,May,190.0,62.0,33.0,20,989859,225747,0,51000.0
N,2020,2,Wednesday,May,175.0,511.0,32.0,20,989859,225747,0,51000.0
N,2020,7,Tuesday,February,130.0,58.0,25.0,10,996266,232170,0,34440.0
N,2020,1,Thursday,April,160.0,55.0,52.0,1,997567,230541,0,51780.0
N,2020,0,Friday,May,160.0,57.0,25.0,2,1007720,245554,0,20520.0
Y,2020,2,Tuesday,May,160.0,51.0,36.0,170,1011962,251988,0,61380.00000000001
N,2020,1,Tuesday,May,200.0,61.0,50.0,10,987259,183612,0,13920.0
