SUSPECT_ARRESTED_FLAG,YEAR,OBSERVED_DURATION_MINUTES,DAY,MONTH,SUSPECT_WEIGHT,SUSPECT_HEIGHT,SUSPECT_REPORTED_AGE,STOP_DURATION_MINUTES,STOP_LOCATION_X,STOP_LOCATION_Y,SUMMONS_ISSUED_FLAG,SECONDS
Y,2020,1,Sunday,March,150.0,511.0,24.0,10,990415,201830,0,0.0
Y,2020,3,Saturday,February,190.0,6.0,30.0,1,1006964,193570,0,20580.0
N,2020,1,Sunday,February,170.0,6.0,27.0,5,1005993,195450,0,11760.0
Y,2020,1,Monday,February,140.0,52.0,23.0,10,1007381,194365,0,7800.000000000001
Y,2020,0,Monday,February,160.0,57.0,40.0,10,1007381,194365,0,7800.000000000001
Y,2020,0,Monday,February,185.0,59.0,24.0,10,1007381,194365,0,7800.000000000001
Y,2020,0,Monday,February,145.0,56.0,40.0,10,1007381,194365,0,7800.000000000001
N,2020,10,Monday,March,185.0,59.0,24.0,7,1032403,189253,0,3600.0
N,2020,1,Tuesday,February,230.0,6.0,40.0,5,992801,230293,0,75300.0
Y,2020,1,Saturday,February,160.0,59.0,43.0,15,998981,242209,0,76500.0
N,2020,0,Sunday,February,175.0,57.0,28.0,2,1010449,236982,0,70620.0
N,2020,1,Saturday,February,160.0,6.0,29.0,20,1031310,249466,0,61920.00000000001
N,2020,10,Monday,March,190.0,61.0,47.0,3,999617,178370,0,33600.0
Y,2020,1,Tuesday,March,300.0,6.0,33.0,5,1001352,182686,0,50400.0
Y,2020,1,Friday,February,155.0,59.0,20.0,9,1031845,194527,0,42900.0
Y,2020,1,Sunday,March,150.0,51.0,32.0,18,1025419,202485,0,52500.0
Y,2020,1,Monday,March,95.0,56.0,19.0,5,1042104,190835,0,24000.0
Y,2020,3,Thursday,February,170.0,61.0,32.0,10,956563,158985,0,46440.0
N,2020,1,Monday,March,165.0,61.0,45.0,10,986893,205302,0,63000.00000000001
N,2020,1,Friday,February,190.0,51.0,35.0,25,991351,226692,0,120.00000000000001
N,2020,1,Wednesday,February,130.0,55.0,54.0,14,991939,227642,0,83100.0
N,2020,1,Thursday,February,170.0,51.0,30.0,5,1001243,231645,0,76320.0
N,2020,1,Saturday,February,160.0,59.0,21.0,1,1001059,231406,0,80040.0
Y,2020,2,Saturday,February,150.0,6.0,16.0,10,1005463,233820,0,76200.0
N,2020,0,Monday,March,135.0,55.0,29.0,17,1013252,253200,1,68520.0
N,2020,0,Monday,March,200.0,56.0,27.0,17,1013252,253200,1,68520.0
N,2020,2,Tuesday,March,125.0,56.0,21.0,3,1015708,247359,0,69900.0
N,2020,1,Tuesday,March,140.0,58.0,21.0,2,1015708,247359,0,69900.0
Y,2020,1,Tuesday,March,150.0,511.0,30.0,6,1010471,264214,0,68280.0
N,2020,3,Sunday,March,150.0,58.0,45.0,5,1015848,256997,0,75600.0
Y,2020,1,Tuesday,March,110.0,54.0,26.0,5,987174,148780,0,52800.0
N,2020,1,Saturday,February,130.0,56.0,19.0,10,989533,161555,0,1380.0
N,2020,1,Saturday,February,180.0,58.0,20.0,10,989533,161555,0,1380.0
N,2020,1,Monday,February,160.0,56.0,29.0,30,986399,171050,0,53880.0
Y,2020,1,Tuesday,March,200.0,61.0,19.0,2,1003102,177392,0,74940.0
Y,2020,1,Tuesday,March,130.0,55.0,24.0,2,1003102,177392,0,74940.0
Y,2020,1,Tuesday,March,180.0,6.0,27.0,2,1003102,177392,0,74940.0
N,2020,1,Saturday,February,180.0,51.0,40.0,4,980849,176060,0,62220.00000000001
N,2020,1,Saturday,February,140.0,55.0,15.0,11,1000477,187555,0,75720.0
N,2020,1,Saturday,February,110.0,56.0,17.0,11,1000477,187555,0,75720.0
N,2020,1,Tuesday,March,115.0,54.0,36.0,12,1010165,192337,0,6060.0
Y,2020,1,Tuesday,March,160.0,57.0,19.0,1,1050267,190109,0,64200.00000000001
N,2020,1,Sunday,March,140.0,57.0,16.0,30,1017449,214653,0,85680.0
N,2020,1,Sunday,March,140.0,59.0,18.0,30,1017449,214653,0,85680.0
Y,2020,1,Sunday,March,140.0,57.0,19.0,30,1017449,214653,0,85680.0
Y,2020,0,Tuesday,March,210.0,59.0,58.0,0,945621,166723,0,5160.0
Y,2020,1,Monday,March,230.0,62.0,18.0,7,996370,159180,0,61380.00000000001
N,2020,0,Friday,January,170.0,59.0,23.0,5,1021373,186667,0,31020.000000000004
Y,2020,1,Tuesday,March,150.0,57.0,15.0,5,1039728,195496,0,69900.0
Y,2020,1,Tuesday,March,140.0,59.0,15.0,5,1039738,195453,0,69900.0
Y,2020,1,Tuesday,March,135.0,55.0,15.0,5,1039738,195453,0,69900.0
N,2020,8,Saturday,February,155.0,56.0,25.0,33,1053976,207691,0,8940.0
N,2020,1,Saturday,February,140.0,52.0,29.0,33,1053976,207691,0,8940.0
N,2020,1,Saturday,February,105.0,5.0,22.0,33,1053976,207691,0,8940.0
N,2020,1,Saturday,February,180.0,57.0,27.0,33,1053976,207691,0,8940.0
Y,2020,2,Sunday,March,185.0,59.0,54.0,5,980260,195617,0,49140.0
N,2020,1,Tuesday,February,150.0,55.0,61.0,11,992029,215112,0,31800.000000000004
N,2020,5,Friday,February,180.0,6.0,30.0,10,998740,237262,0,6000.0
N,2020,1,Tuesday,March,150.0,56.0,30.0,6,1007786,232919,0,74100.0
Y,2020,1,Monday,March,160.0,59.0,15.0,5,1032331,255833,0,83100.0
N,2020,0,Saturday,February,250.0,63.0,44.0,6,1015283,247424,0,58680.00000000001
Y,2020,0,Friday,February,140.0,56.0,17.0,4,1000858,154849,0,72180.0
N,2020,1,Sunday,February,150.0,58.0,20.0,10,993808,175400,0,13200.0
Y,2020,3,Wednesday,March,180.0,6.0,34.0,10,1036237,153380,0,47700.0
N,2020,1,Saturday,February,180.0,52.0,25.0,3,1035468,183265,0,41880.0
N,2020,1,Saturday,February,150.0,59.0,24.0,3,1035468,183265,0,41880.0
Y,2020,1,Monday,March,115.0,56.0,13.0,20,1011259,220400,0,58500.00000000001
N,2020,1,Monday,March,160.0,58.0,27.0,2,1019771,213760,0,55920.0
N,2020,1,Wednesday,March,125.0,53.0,26.0,5,993955,229129,0,17640.0
Y,2020,1,Wednesday,March,300.0,6.0,24.0,11,1026729,245280,0,76740.0
Y,2020,1,Wednesday,March,160.0,51.0,17.0,30,1008202,248243,0,49800.0
Y,2020,1,Wednesday,March,150.0,51.0,18.0,1,1008202,248243,0,49800.0
N,2020,0,Saturday,February,110.0,53.0,12.0,6,1015283,247424,0,58680.00000000001
Y,2020,1,Wednesday,March,150.0,511.0,19.0,1,1013927,246113,0,76200.0
N,2020,1,Saturday,February,130.0,56.0,20.0,5,980716,178503,0,43920.0
N,2020,1,Saturday,February,150.0,53.0,25.0,5,980716,178503,0,43920.0
Y,2020,1,Tuesday,February,160.0,59.0,20.0,2,1009004,180575,0,67500.0
N,2020,1,Monday,March,150.0,59.0,22.0,2,1008921,183736,0,38700.0
Y,2020,1,Tuesday,March,230.0,51.0,20.0,26,998166,184668,0,83340.0
Y,2020,2,Wednesday,March,160.0,58.0,15.0,2,1050788,156544,0,63300.00000000001
N,2020,1,Tuesday,March,240.0,6.0,53.0,15,1042047,198413,0,79800.0
Y,2020,5,Saturday,February,200.0,59.0,22.0,2,1002901,221078,0,85080.0
N,2020,5,Wednesday,February,180.0,6.0,21.0,6,1020357,212408,0,12600.0
Y,2020,1,Saturday,February,150.0,53.0,23.0,13,1018069,214855,0,83940.0
N,2020,3,Wednesday,March,200.0,58.0,47.0,28,987866,214721,0,32520.000000000004
N,2020,1,Tuesday,February,150.0,56.0,18.0,1,1001591,232724,0,8280.0
N,2020,1,Friday,February,205.0,58.0,40.0,4,1000582,231043,0,24540.0
Y,2020,1,Thursday,January,160.0,56.0,28.0,5,998742,232322,0,900.0
N,2020,1,Wednesday,March,200.0,6.0,29.0,30,1001324,249292,0,480.00000000000006
Y,2020,1,Wednesday,March,170.0,59.0,25.0,10,1025653,246010,0,74340.0
N,2020,1,Wednesday,March,160.0,58.0,26.0,9,984439,166855,0,76860.0
N,2020,3,Thursday,March,110.0,54.0,15.0,10,992281,185284,0,1740.0
Y,2020,1,Tuesday,March,155.0,57.0,24.0,4,988431,190888,0,49920.0
N,2020,1,Thursday,March,110.0,55.0,23.0,11,1025449,189754,0,3660.0000000000005
N,2020,1,Thursday,March,150.0,57.0,21.0,11,1025449,189754,0,3660.0000000000005
N,2020,1,Wednesday,March,200.0,51.0,16.0,8,1038000,196438,0,52800.0
Y,2020,1,Wednesday,March,180.0,6.0,41.0,20,1037679,197301,0,86160.0
Y,2020,1,Thursday,March,160.0,55.0,34.0,1,1004981,210315,0,5700.0
Y,2020,1,Wednesday,February,140.0,57.0,15.0,5,1050542,184258,0,47880.0
Y,2020,1,Wednesday,March,200.0,51.0,41.0,5,991447,202836,0,65700.0
Y,2020,1,Tuesday,March,180.0,61.0,50.0,11,988422,206092,0,29520.000000000004
Y,2020,5,Friday,February,170.0,59.0,48.0,4,1010709,239251,0,64800.00000000001
N,2020,1,Tuesday,February,130.0,57.0,0.0,7,1024100,242266,0,56160.0
N,2020,1,Tuesday,February,125.0,57.0,13.0,7,1024100,242266,0,0.0
Y,2020,0,Tuesday,February,180.0,58.0,36.0,5,1011162,248147,1,74700.0
N,2020,1,Thursday,March,200.0,64.0,24.0,5,1015669,249088,0,5400.0
N,2020,5,Sunday,February,110.0,51.0,13.0,2,1011624,253635,0,64020.00000000001
N,2020,1,Thursday,March,105.0,52.0,15.0,1,1016019,254945,0,46500.0
N,2020,1,Thursday,March,110.0,52.0,18.0,19,1016019,254945,0,46500.0
N,2020,1,Thursday,March,110.0,56.0,37.0,30,982987,170046,0,49320.0
Y,2020,1,Thursday,February,0.0,0.0,0.0,30,1006917,180166,0,67800.0
Y,2020,1,Tuesday,March,190.0,6.0,21.0,7,1017140,183797,0,69300.0
Y,2020,0,Tuesday,February,110.0,54.0,29.0,2,1003588,186915,0,21960.0
N,2020,1,Wednesday,March,200.0,61.0,24.0,15,1029520,179317,0,43320.0
Y,2020,1,Wednesday,March,175.0,59.0,25.0,1,1018786,216947,0,32400.000000000004
N,2020,1,Thursday,March,160.0,57.0,18.0,8,987178,202351,0,64500.00000000001
N,2020,1,Thursday,March,150.0,57.0,25.0,8,987178,202351,0,64500.00000000001
N,2020,1,Thursday,March,175.0,6.0,24.0,8,987178,202351,0,64500.00000000001
N,2020,1,Thursday,March,160.0,59.0,24.0,8,987178,202351,0,64500.00000000001
N,2020,1,Monday,March,150.0,55.0,50.0,2,999967,230491,0,44280.0
Y,2020,0,Wednesday,March,230.0,58.0,43.0,2,993422,232187,0,9600.0
N,2020,1,Thursday,March,150.0,511.0,37.0,15,993854,232956,0,78600.0
N,2020,1,Sunday,March,150.0,6.0,15.0,5,1021173,239294,0,4260.0
N,2020,10,Sunday,March,150.0,57.0,14.0,3,1021173,239294,0,4380.0
N,2020,0,Sunday,March,210.0,58.0,14.0,0,1021515,239266,0,4380.0
N,2020,0,Sunday,March,165.0,51.0,14.0,0,1021515,239266,0,4380.0
N,2020,0,Wednesday,March,150.0,58.0,21.0,1,1022887,252593,0,64800.00000000001
N,2020,1,Sunday,March,200.0,58.0,52.0,9,990704,156840,0,75360.0
Y,2020,1,Sunday,March,160.0,6.0,25.0,10,996107,181716,0,60660.00000000001
N,2020,1,Tuesday,March,160.0,61.0,16.0,5,1002786,182392,0,76500.0
Y,2020,4,Saturday,February,200.0,51.0,21.0,2,999518,183218,0,61500.00000000001
N,2020,1,Saturday,February,180.0,6.0,40.0,5,980716,178503,0,43920.0
N,2020,1,Saturday,February,180.0,6.0,40.0,5,980716,178503,0,43920.0
Y,2020,4,Tuesday,March,130.0,55.0,21.0,20,988656,181412,0,73800.0
Y,2020,4,Tuesday,March,130.0,55.0,22.0,20,988656,181412,0,73800.0
N,2020,1,Wednesday,March,190.0,54.0,31.0,30,988685,185698,0,81180.0
N,2020,0,Friday,February,180.0,56.0,41.0,10,988905,192846,0,9300.0
N,2020,0,Friday,February,180.0,59.0,22.0,10,988905,192846,0,9300.0
N,2020,3,Friday,February,200.0,62.0,29.0,6,999943,194955,0,62040.00000000001
N,2020,1,Wednesday,March,160.0,511.0,19.0,13,1037504,206690,0,1560.0
N,2020,2,Thursday,March,175.0,54.0,24.0,6,1014895,208669,0,3120.0
N,2020,2,Thursday,March,180.0,58.0,26.0,5,1025419,202485,0,47940.0
N,2020,1,Wednesday,March,140.0,56.0,15.0,30,1022139,214421,0,78900.0
N,2020,1,Wednesday,March,100.0,56.0,15.0,30,1022139,214421,0,78900.0
N,2020,1,Wednesday,March,350.0,55.0,29.0,30,943113,166350,0,7500.000000000001
Y,2020,1,Friday,March,120.0,52.0,34.0,5,983250,205453,0,8520.0
N,2020,5,Friday,March,11.0,0.0,37.0,2,988707,200316,0,26700.0
Y,2020,1,Wednesday,March,140.0,51.0,20.0,3,986575,215998,0,59520.00000000001
N,2020,2,Friday,March,220.0,6.0,42.0,5,1000195,225673,0,27300.0
N,2020,1,Friday,March,160.0,58.0,42.0,3,1001976,237228,0,23100.0
N,2020,1,Monday,January,160.0,62.0,20.0,30,1009113,245401,0,5340.0
N,2020,1,Wednesday,March,240.0,62.0,30.0,2,1023565,263018,0,11880.0
Y,2020,5,Wednesday,February,190.0,511.0,31.0,10,991693,151580,0,11100.0
Y,2020,2,Thursday,March,128.0,58.0,18.0,5,974315,167451,0,52500.0
N,2020,1,Thursday,March,170.0,59.0,18.0,6,1008070,171548,0,3600.0
N,2020,1,Friday,March,190.0,6.0,25.0,6,1005166,186675,0,6840.0
N,2020,1,Friday,March,175.0,6.0,25.0,6,1005115,186634,0,6780.0
N,2020,1,Friday,March,175.0,6.0,25.0,6,1005115,186634,0,6780.0
N,2020,1,Friday,March,175.0,6.0,25.0,6,1005115,186634,0,6780.0
N,2020,1,Thursday,March,110.0,53.0,22.0,36,1019967,204668,0,660.0
N,2020,1,Tuesday,March,200.0,6.0,35.0,5,1020542,212304,0,15300.000000000002
N,2020,2,Friday,March,180.0,61.0,28.0,11,982933,196211,0,37620.0
Y,2020,0,Sunday,March,140.0,58.0,17.0,11,989588,200202,0,49800.0
Y,2020,0,Sunday,March,195.0,51.0,17.0,11,989588,200202,0,49800.0
Y,2020,0,Sunday,March,160.0,59.0,17.0,11,989588,200202,0,49800.0
Y,2020,0,Sunday,March,185.0,63.0,17.0,11,989588,200202,0,49800.0
Y,2020,0,Sunday,March,170.0,58.0,17.0,11,989588,200202,0,49800.0
N,2020,2,Thursday,March,140.0,57.0,25.0,1,1011598,238121,0,84000.0
N,2020,1,Thursday,March,155.0,59.0,20.0,1,1008772,241367,0,83280.0
Y,2020,1,Thursday,March,175.0,51.0,36.0,2,993250,150726,0,85140.0
N,2020,1,Saturday,February,160.0,58.0,30.0,5,980716,178503,0,43920.0
Y,2020,75,Saturday,February,160.0,58.0,59.0,16,988144,190039,0,51600.0
Y,2020,1,Wednesday,March,150.0,51.0,21.0,7,1044210,156949,0,73200.0
N,2020,0,Wednesday,March,150.0,54.0,14.0,7,1035709,183371,0,58980.00000000001
N,2020,0,Wednesday,March,140.0,52.0,14.0,7,1035709,183371,0,58980.00000000001
N,2020,1,Wednesday,March,150.0,54.0,14.0,20,1035709,183371,0,58800.00000000001
N,2020,1,Wednesday,March,160.0,56.0,17.0,20,1035709,183371,0,60000.00000000001
N,2020,1,Wednesday,March,140.0,54.0,15.0,20,1035709,183371,0,60000.00000000001
N,2020,0,Wednesday,March,140.0,53.0,14.0,20,1035709,183371,0,60000.00000000001
N,2020,1,Wednesday,March,120.0,52.0,16.0,20,1035709,183371,0,60000.00000000001
N,2020,1,Wednesday,March,140.0,54.0,15.0,20,1035709,183371,0,60000.00000000001
N,2020,1,Wednesday,March,150.0,55.0,17.0,20,1035709,183371,0,60000.00000000001
N,2020,1,Friday,February,150.0,57.0,39.0,16,1031280,214801,0,76380.0
Y,2020,1,Thursday,March,150.0,56.0,56.0,33,1031259,218434,0,72600.0
N,2020,0,Friday,March,250.0,62.0,0.0,2,959435,172445,0,28680.0
N,2020,1,Sunday,March,110.0,54.0,23.0,5,982812,210627,0,2400.0
N,2020,1,Friday,March,160.0,59.0,28.0,5,986170,216018,0,21480.0
N,2020,5,Thursday,February,150.0,58.0,20.0,60,992303,228414,0,57660.0
Y,2020,10,Thursday,February,150.0,59.0,56.0,10,1003681,226791,0,72000.0
N,2020,1,Friday,March,200.0,51.0,28.0,8,997606,235541,0,73800.0
N,2020,1,Thursday,March,160.0,51.0,17.0,8,1004219,184189,0,58620.00000000001
N,2020,1,Thursday,March,200.0,61.0,40.0,5,1015654,201902,0,73500.0
N,2020,10,Friday,March,230.0,511.0,0.0,20,985579,216346,0,85200.0
Y,2020,1,Saturday,March,160.0,58.0,30.0,5,995244,155739,0,12000.0
N,2020,1,Friday,March,190.0,6.0,30.0,8,1038453,196999,0,83100.0
Y,2020,1,Tuesday,February,240.0,62.0,40.0,5,988610,209997,0,29700.000000000004
N,2020,2,Saturday,March,150.0,57.0,55.0,19,998291,233536,0,38580.0
N,2020,2,Friday,February,125.0,57.0,17.0,5,987132,154587,0,58800.00000000001
N,2020,2,Friday,February,135.0,56.0,16.0,5,987132,154587,0,58800.00000000001
N,2020,2,Friday,February,125.0,57.0,16.0,5,987132,154587,0,58800.00000000001
N,2020,1,Saturday,March,140.0,57.0,11.0,10,998883,169618,0,44340.0
N,2020,1,Saturday,February,215.0,511.0,22.0,5,1005049,192440,0,0.0
N,2020,0,Sunday,February,150.0,55.0,14.0,9,1000831,201081,0,63660.00000000001
N,2020,2,Friday,March,215.0,59.0,47.0,16,1040425,200687,0,1500.0
N,2020,2,Friday,March,175.0,56.0,20.0,7,1051666,212137,0,74280.0
N,2020,1,Friday,March,170.0,58.0,34.0,7,1004063,219474,0,4800.0
N,2020,1,Sunday,March,0.0,0.0,0.0,3,983213,203860,0,18120.0
N,2020,1,Sunday,March,0.0,0.0,0.0,1,983213,203860,0,18120.0
N,2020,115,Thursday,March,135.0,55.0,15.0,15,986789,207008,0,4380.0
N,2020,5,Thursday,February,140.0,6.0,16.0,60,992303,228414,0,57660.0
N,2020,5,Thursday,February,148.0,511.0,0.0,60,992303,228414,1,57660.0
N,2020,1,Sunday,March,140.0,55.0,49.0,6,1016602,235363,0,0.0
N,2020,0,Thursday,March,90.0,55.0,13.0,5,1023849,241374,0,63900.00000000001
N,2020,1,Thursday,March,175.0,511.0,24.0,17,1030596,256292,1,59340.00000000001
N,2020,1,Thursday,March,140.0,511.0,22.0,17,1030596,256292,1,59340.00000000001
Y,2020,5,Monday,March,150.0,57.0,14.0,5,1032331,255833,0,83100.0
Y,2020,1,Monday,March,130.0,59.0,16.0,5,1032331,255833,0,83100.0
Y,2020,1,Monday,March,170.0,6.0,14.0,5,1032331,255833,0,83100.0
Y,2020,1,Monday,March,160.0,55.0,15.0,5,1032331,255833,0,83100.0
Y,2020,1,Monday,March,170.0,6.0,14.0,5,1032331,255833,0,83100.0
N,2020,1,Saturday,March,0.0,0.0,0.0,5,1005640,188133,0,63600.00000000001
N,2020,0,Saturday,March,0.0,0.0,0.0,5,1005640,188133,0,63600.00000000001
N,2020,0,Saturday,March,0.0,0.0,0.0,5,1005640,188133,0,63600.00000000001
N,2020,1,Saturday,March,0.0,0.0,0.0,5,1005640,188133,0,63600.00000000001
N,2020,1,Saturday,March,195.0,57.0,39.0,5,994702,221779,0,39300.0
Y,2020,1,Friday,March,170.0,511.0,51.0,10,992319,228328,0,52260.0
N,2020,2,Saturday,March,230.0,511.0,43.0,15,1003491,182793,0,900.0
N,2020,1,Saturday,March,150.0,51.0,25.0,9,1003234,179448,0,38940.0
N,2020,1,Wednesday,February,150.0,6.0,17.0,3,1005718,181870,0,78840.0
N,2020,1,Wednesday,February,170.0,59.0,24.0,2,1010184,182785,0,72780.0
N,2020,1,Tuesday,February,200.0,65.0,33.0,10,1013317,180029,0,6240.0
N,2020,1,Tuesday,February,150.0,54.0,0.0,10,1013317,180029,0,6240.0
Y,2020,1,Thursday,March,130.0,59.0,36.0,20,983620,185494,0,82440.0
Y,2020,2,Wednesday,March,180.0,6.0,30.0,9,1041748,196938,0,45060.0
N,2020,1,Saturday,March,175.0,51.0,25.0,4,1002579,221048,0,80820.0
Y,2020,1,Sunday,March,140.0,58.0,59.0,10,999842,229906,0,51420.0
Y,2020,1,Sunday,March,140.0,6.0,27.0,10,999842,229906,0,51420.0
N,2020,1,Saturday,February,150.0,53.0,32.0,15,991213,176497,0,68280.0
N,2020,1,Sunday,March,250.0,61.0,39.0,1,981029,184074,0,46800.0
Y,2020,5,Saturday,February,190.0,6.0,34.0,5,1004576,186178,0,63300.00000000001
N,2020,1,Monday,February,0.0,0.0,0.0,5,1006237,186504,0,37800.0
N,2020,0,Wednesday,March,0.0,57.0,40.0,15,938646,171239,0,47640.0
N,2020,1,Tuesday,March,150.0,51.0,17.0,10,1013430,255574,0,86340.0
N,2020,0,Tuesday,March,155.0,59.0,17.0,10,1013430,255574,0,86340.0
N,2020,1,Tuesday,March,190.0,51.0,19.0,25,1013430,255574,0,84900.0
N,2020,1,Tuesday,March,150.0,55.0,15.0,25,1013430,255574,0,84900.0
N,2020,1,Monday,March,150.0,6.0,20.0,1,980275,174191,0,1620.0
N,2020,1,Friday,March,160.0,57.0,16.0,15,1013763,195874,0,77160.0
N,2020,1,Friday,March,160.0,64.0,19.0,13,1010650,199007,0,77280.0
N,2020,1,Friday,March,180.0,511.0,16.0,13,1010650,199007,0,77280.0
N,2020,1,Friday,March,170.0,56.0,16.0,15,1013763,195874,0,77160.0
N,2020,1,Friday,March,170.0,57.0,16.0,15,1013763,195874,0,77160.0
N,2020,1,Sunday,March,150.0,511.0,20.0,6,940317,169503,0,5460.0
N,2020,1,Monday,March,180.0,511.0,40.0,10,994840,231136,0,2100.0
N,2020,1,Tuesday,March,170.0,5.0,32.0,5,1011256,261130,0,50400.0
N,2020,1,Tuesday,March,180.0,59.0,17.0,1,1013577,174255,0,5760.0
N,2020,1,Sunday,March,200.0,59.0,20.0,5,981171,176468,0,16080.000000000002
N,2020,1,Tuesday,February,100.0,52.0,0.0,2,999800,198552,0,30060.000000000004
N,2020,1,Tuesday,March,150.0,63.0,28.0,8,991002,167385,0,30600.000000000004
Y,2020,1,Sunday,March,170.0,56.0,56.0,15,1049390,212833,0,26220.0
Y,2020,1,Saturday,March,166.0,57.0,51.0,3,953756,147132,0,65880.0
N,2020,1,Friday,March,200.0,57.0,50.0,5,987296,201153,0,64620.00000000001
N,2020,1,Monday,March,180.0,51.0,54.0,12,989112,209843,0,42060.0
N,2020,1,Monday,March,150.0,56.0,21.0,15,1007833,244418,1,57900.0
N,2020,1,Friday,March,180.0,511.0,38.0,8,1021235,259130,0,36900.0
N,2020,0,Wednesday,March,265.0,59.0,50.0,4,1010326,257400,0,3240.0
N,2020,1,Friday,March,0.0,0.0,0.0,4,1012627,255339,0,51540.0
Y,2020,1,Friday,March,160.0,57.0,52.0,13,995244,155739,0,55200.0
Y,2020,1,Friday,March,200.0,6.0,25.0,19,996912,153334,0,49200.0
N,2020,1,Sunday,March,170.0,59.0,36.0,10,1014538,170085,0,47640.0
N,2020,2,Monday,February,180.0,511.0,28.0,10,988782,188632,0,37800.0
N,2020,1,Saturday,March,140.0,58.0,34.0,10,1054020,158678,0,82800.0
N,2020,1,Monday,March,180.0,61.0,18.0,2,1039045,197009,0,58920.00000000001
N,2020,1,Monday,March,145.0,59.0,15.0,15,1038318,199470,0,32400.000000000004
N,2020,2,Friday,March,160.0,6.0,38.0,9,1045009,186131,0,73380.0
N,2020,1,Monday,March,170.0,6.0,25.0,2,999041,225257,0,60240.00000000001
N,2020,1,Monday,March,200.0,511.0,64.0,1,994170,227958,0,66540.0
N,2020,1,Monday,March,250.0,63.0,50.0,25,998384,234040,0,69900.0
N,2020,2,Sunday,March,165.0,57.0,24.0,2,997324,239218,0,75600.0
N,2020,0,Friday,February,0.0,0.0,23.0,2,997004,184520,0,66480.0
Y,2020,1,Monday,March,250.0,59.0,20.0,7,1039788,156227,0,74400.0
N,2020,0,Wednesday,March,150.0,6.0,15.0,25,1035369,183986,0,58200.0
Y,2020,1,Monday,March,190.0,6.0,24.0,10,923612,136908,0,24300.0
Y,2020,1,Monday,March,150.0,58.0,41.0,8,988758,216074,0,44760.0
Y,2020,1,Monday,March,160.0,511.0,37.0,8,988758,216074,0,44760.0
N,2020,1,Saturday,February,250.0,57.0,58.0,2,1001587,234418,0,39480.0
N,2020,0,Tuesday,March,150.0,56.0,30.0,13,999126,233631,0,33900.0
N,2020,5,Saturday,March,210.0,6.0,35.0,3,1021790,256778,0,10560.0
N,2020,1,Sunday,March,280.0,58.0,28.0,5,1012464,261372,0,78000.0
Y,2020,1,Tuesday,March,150.0,54.0,22.0,8,988515,151147,0,840.0
N,2020,1,Tuesday,March,165.0,59.0,53.0,7,998625,174550,0,15900.000000000002
N,2020,0,Thursday,March,120.0,54.0,55.0,11,984844,199413,0,82620.0
Y,2020,1,Thursday,February,250.0,51.0,16.0,4,989961,202637,0,84000.0
N,2020,15,Saturday,February,200.0,6.0,27.0,5,989045,210674,0,10800.0
N,2020,15,Saturday,February,220.0,511.0,29.0,5,989045,210674,0,10800.0
N,2020,0,Wednesday,February,175.0,62.0,0.0,15,998164,225485,0,74700.0
N,2020,3,Sunday,March,150.0,58.0,0.0,2,1000710,226718,0,12960.0
N,2020,3,Sunday,March,140.0,58.0,0.0,2,1000710,226718,0,12960.0
N,2020,3,Sunday,March,150.0,58.0,0.0,2,1000710,226718,0,13020.0
N,2020,1,Monday,March,190.0,511.0,32.0,10,993099,229738,0,80460.0
Y,2020,1,Monday,March,150.0,61.0,17.0,2,1007022,256970,0,39600.0
N,2020,1,Tuesday,March,170.0,58.0,30.0,10,1007014,236618,0,44520.0
N,2020,1,Monday,March,150.0,58.0,19.0,5,1016287,249234,0,64200.00000000001
Y,2020,2,Tuesday,March,130.0,57.0,31.0,15,1031971,218540,0,37800.0
Y,2020,1,Thursday,March,160.0,51.0,31.0,10,1020050,215529,0,66960.0
N,2020,4,Thursday,March,180.0,51.0,38.0,20,982949,210155,0,4800.0
N,2020,5,Monday,March,0.0,57.0,42.0,5,988787,210316,0,82200.0
N,2020,15,Wednesday,February,200.0,6.0,0.0,15,998164,225485,0,74700.0
N,2020,1,Tuesday,March,180.0,51.0,23.0,14,999921,229040,0,51960.0
N,2020,1,Tuesday,March,180.0,51.0,19.0,14,999921,229040,0,51960.0
Y,2020,1,Wednesday,March,210.0,53.0,42.0,2,999777,227043,0,80820.0
Y,2020,1,Wednesday,March,170.0,59.0,38.0,2,999777,227043,0,80820.0
Y,2020,1,Wednesday,March,175.0,6.0,36.0,2,999777,227043,0,80820.0
Y,2020,1,Tuesday,March,160.0,57.0,50.0,4,999416,238444,0,63060.00000000001
Y,2020,60,Friday,March,160.0,58.0,34.0,3,1001168,240545,0,63420.00000000001
N,2020,1,Friday,March,180.0,58.0,32.0,0,1001168,240545,0,63300.00000000001
N,2020,1,Sunday,February,180.0,61.0,45.0,14,1018151,243700,0,70020.0
N,2020,1,Tuesday,March,160.0,56.0,32.0,28,1027183,245791,0,58860.00000000001
Y,2020,1,Tuesday,March,0.0,0.0,0.0,10,1027361,262264,0,62700.00000000001
Y,2020,0,Wednesday,February,170.0,51.0,39.0,14,989462,149596,0,65940.0
Y,2020,5,Saturday,March,150.0,58.0,0.0,13,986919,150055,0,78600.0
Y,2020,1,Tuesday,March,160.0,56.0,39.0,7,1001014,178830,0,55740.0
Y,2020,1,Thursday,March,175.0,59.0,27.0,2,986828,186828,0,76200.0
N,2020,1,Sunday,March,190.0,58.0,18.0,5,1005983,186617,0,15300.000000000002
