YEAR,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_BORO_NAME,SECONDS
2020,Based on Radio Run,POM,1,ROBBERY,5,Y,Y,N,N,N,Y,N,Y,Y,Y,24,MALE,BLACK,5.1,180,MED,BRO,BLK,984912,203704,MANHATTAN,51060.0
2020,Based on Radio Run,POM,1,Other,1,Y,Y,N,N,Y,Y,Y,Y,Y,Y,40,MALE,BLACK,5.9,190,Other,BLU,BLK,998217,234978,MANHATTAN,1800.0
2020,Based on C/W on Scene,POM,2,ROBBERY,10,Y,Y,N,Y,Y,Y,N,Y,Y,Y,26,MALE,WHITE HISPANIC,5.5,170,MED,BRO,BLK,1022082,212427,QUEENS,16440.0
2020,Based on Radio Run,POM,1,Other,26,Y,Y,N,Y,Y,Y,N,Y,Y,Y,24,MALE,WHITE,5.1,175,THN,BRO,BLN,1009873,221229,QUEENS,57240.0
2020,Based on Radio Run,POM,1,Other,26,Y,N,Y,Y,Y,Y,N,Y,Y,Y,20,MALE,ASIAN/PAC.ISL,5.1,175,THN,BRO,BLK,1009873,221229,QUEENS,57240.0
2020,Based on Radio Run,POM,1,Other,26,Y,Y,N,Y,Y,Y,N,Y,Y,Y,22,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLK,1009873,221229,QUEENS,57240.0
2020,Based on Radio Run,POM,1,ROBBERY,4,Y,Y,N,N,N,Y,N,Y,Y,Y,24,MALE,BLACK,5.11,160,THN,BRO,BLK,984912,203704,MANHATTAN,51060.0
2020,Based on Radio Run,POM,2,Other,5,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,20,MALE,BLACK,5.11,170,MED,BLK,BLK,1020120,260492,BRONX,45780.0
2020,Based on C/W on Scene,POM,1,ASSAULT,5,Y,N,N,Y,Y,Y,N,(,Y,Y,28,MALE,BLACK,6.2,160,THN,BRO,BLK,1028594,187020,QUEENS,78000.0
2020,Based on Radio Run,POM,1,ROBBERY,1,N,Y,N,N,N,Y,Y,Y,Y,Y,27,MALE,BLACK,6.2,200,Other,BRO,BLK,984194,208086,MANHATTAN,67380.0
2020,Based on Radio Run,POM,1,Other,30,Y,Y,N,Y,N,Y,N,Y,Y,Y,25,MALE,ASIAN/PAC.ISL,6.1,180,MED,BRO,BLK,994495,170551,BROOKLYN,56400.0
2020,Based on Radio Run,POF,1,Other,5,Y,Y,N,Y,N,Y,N,(,Y,Y,33,MALE,ASIAN/PAC.ISL,5.8,220,MED,BRO,Other,1002496,165673,BROOKLYN,47580.0
2020,Based on Radio Run,POM,10,ASSAULT,5,Y,Y,N,N,Y,Y,N,Y,Y,Y,16,MALE,BLACK,5.7,160,MED,BRO,BLK,1043034,154599,QUEENS,48000.0
2020,Based on Radio Run,POM,10,ASSAULT,5,Y,Y,N,N,Y,Y,N,Y,Y,Y,16,MALE,BLACK,5.7,135,THN,BRO,BLK,1043034,154599,QUEENS,48000.0
2020,Based on Radio Run,Other,1,ROBBERY,2,Y,Y,N,Y,N,Y,N,Y,Y,Y,55,MALE,BLACK HISPANIC,6.2,215,MED,BRO,Other,995887,222035,MANHATTAN,52740.0
2020,Based on Radio Run,POM,1,ROBBERY,1,N,Y,N,N,Y,Y,Y,Y,Y,Y,22,MALE,BLACK HISPANIC,5.6,190,Other,BRO,BLK,1002321,247330,MANHATTAN,5760.0
2020,Based on Radio Run,POM,1,ASSAULT,20,Y,Y,N,Y,Y,Y,N,Y,Y,Y,35,MALE,WHITE HISPANIC,5.8,180,MED,BRO,BLK,999603,230172,MANHATTAN,70200.0
2020,Based on Radio Run,POM,6,Other,15,Y,N,N,Y,N,Y,N,(,Y,Y,22,MALE,BLACK,6.2,200,MED,BRO,BLK,989310,201214,MANHATTAN,13200.0
2020,Based on Radio Run,POM,1,ROBBERY,2,Y,Y,N,N,Y,Y,N,Y,Y,Y,19,MALE,WHITE HISPANIC,6.2,175,THN,BRO,BLK,989550,154000,BROOKLYN,57780.0
2020,Based on Radio Run,POM,1,ASSAULT,27,Y,Y,N,Y,Y,Y,N,Y,Y,Y,27,MALE,BLACK,6,175,MED,BRO,Other,992227,188852,BROOKLYN,43560.0
2020,Based on Radio Run,POM,1,BURGLARY,15,Y,Y,N,N,N,Y,Y,Y,Y,Y,17,FEMALE,BLACK,5.8,140,THN,BRO,BLK,1026916,224103,QUEENS,45540.0
2020,Based on Radio Run,POM,1,ASSAULT,9,Y,Y,N,N,Y,Y,N,Y,Y,Y,22,MALE,BLACK HISPANIC,6,240,Other,BRO,BLK,1010466,237285,BRONX,14640.000000000002
2020,Based on Radio Run,POM,1,ASSAULT,4,Y,Y,N,Y,Y,Y,N,Y,Y,Y,17,MALE,BLACK,6.1,160,THN,BLK,BLK,1009924,250533,BRONX,21000.0
