YEAR,MONTH,DAY,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,WEAPON_FOUND_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_BORO_NAME,SECONDS
2020,February,Thursday,Based on Radio Run,POM,1,Other,5,Y,N,N,Y,Y,N,N,0.0,MALE,BLACK,56.0,155.0,MED,BRO,BLK,996454,235685,10027,MANHATTAN,45000.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,1,Y,N,N,N,Y,Y,N,0.0,MALE,BLACK,0.0,0.0,THN,BRO,BLK,1012067,255486,10468,BRONX,60780.00000000001
2020,February,Friday,Based on Self Initiated,POM,5,BURGLARY,5,Y,N,N,N,Y,N,N,18.0,MALE,WHITE HISPANIC,51.0,150.0,THN,BLK,BLK,1034120,190411,11419,QUEENS,11340.0
2020,February,Thursday,Based on C/W on Scene,POM,1,Other,35,Y,Y,N,N,Y,N,N,18.0,MALE,WHITE HISPANIC,58.0,150.0,THN,BRO,BLK,1022311,213975,11368,QUEENS,7200.0
2020,February,Sunday,Based on Radio Run,POM,1,ASSAULT,9,Y,N,N,Y,N,N,N,0.0,MALE,WHITE HISPANIC,63.0,0.0,MED,BRO,BLK,943344,161156,10314,STATEN ISL & Other,15960.000000000002
2020,February,Saturday,Based on C/W on Scene,POM,3,ASSAULT,20,Y,N,N,Y,N,N,N,54.0,MALE,ASIAN/PAC.ISL,59.0,180.0,MED,BRO,Other,988201,198912,10002,MANHATTAN,65940.0
2020,February,Wednesday,Based on Radio Run,POM,1,ROBBERY,5,Y,N,N,Y,Y,N,N,0.0,MALE,WHITE HISPANIC,58.0,165.0,THN,BRO,Other,985525,210492,10011,MANHATTAN,7080.0
2020,February,Friday,Based on Self Initiated,POM,5,Other,15,Y,N,N,Y,N,N,N,56.0,MALE,BLACK,6.0,160.0,Other,BRO,BLK,991816,212216,10017,MANHATTAN,40500.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,Y,N,N,17.0,MALE,BLACK,56.0,135.0,THN,BRO,BLK,1014578,239190,10459,BRONX,58920.00000000001
2020,February,Wednesday,Based on C/W on Scene,POM,1,ASSAULT,16,Y,Y,N,Y,Y,Y,N,24.0,MALE,BLACK,61.0,150.0,MED,BRO,BLK,1009903,243716,10456,BRONX,71400.0
2020,February,Saturday,Based on Radio Run,POM,2,Other,13,Y,Y,N,Y,Y,Y,N,37.0,MALE,WHITE,59.0,185.0,MED,Other,BLK,985753,185781,11231,BROOKLYN,41160.0
2020,January,Saturday,Based on Self Initiated,POM,3,Other,10,Y,N,Y,N,Y,Y,N,28.0,MALE,BLACK,62.0,180.0,Other,BRO,Other,988494,190381,11201,BROOKLYN,69600.0
2020,February,Wednesday,Based on Radio Run,POM,1,ROBBERY,5,Y,N,N,N,N,N,N,24.0,MALE,BLACK,6.0,170.0,MED,BRO,BLK,995188,190691,(null),BROOKLYN,83580.0
2020,February,Monday,Based on Radio Run,Other,5,LARCENY,18,Y,N,N,N,Y,N,N,22.0,MALE,BLACK,59.0,130.0,THN,BRO,BLK,1041748,196938,(null),QUEENS,56760.0
2020,February,Sunday,Based on Radio Run,POM,1,ASSAULT,9,Y,N,N,Y,N,N,N,25.0,MALE,WHITE HISPANIC,58.0,145.0,THN,BRO,BLK,943344,161156,10314,STATEN ISL & Other,15960.000000000002
2020,February,Friday,Based on Self Initiated,POM,10,Other,21,Y,Y,N,N,Y,Y,N,39.0,MALE,BLACK,51.0,170.0,THN,BRO,BLK,990447,201821,10009,MANHATTAN,73140.0
2020,February,Friday,Based on Radio Run,POM,1,Other,1,Y,N,N,N,Y,N,N,18.0,MALE,BLACK,59.0,145.0,THN,BRO,BLK,990873,202483,10009,MANHATTAN,81840.0
2020,February,Friday,Based on Self Initiated,POF,1,Other,80,Y,N,N,Y,N,N,N,23.0,MALE,Other,53.0,180.0,THN,BRO,Other,984130,213670,10001,MANHATTAN,68280.0
2020,February,Monday,Based on Radio Run,POM,1,ROBBERY,3,Y,Y,N,Y,Y,Y,N,16.0,MALE,BLACK HISPANIC,57.0,160.0,THN,BRO,BLK,1006434,244343,(null),BRONX,76320.0
2020,February,Friday,Based on Radio Run,POM,0,Other,5,Y,N,N,N,Y,N,N,26.0,MALE,BLACK,51.0,170.0,MED,BRO,BLK,1032047,242037,(null),BRONX,82800.0
2020,February,Friday,Based on Radio Run,POM,1,Other,3,Y,N,N,Y,Y,N,N,27.0,MALE,BLACK,51.0,110.0,THN,Other,BLK,1011889,248683,10457,BRONX,76500.0
2020,February,Wednesday,Based on C/W on Scene,POM,0,Other,5,Y,N,N,Y,Y,N,N,21.0,MALE,BLACK,58.0,130.0,THN,BRO,BLK,998084,184229,11216,BROOKLYN,67200.0
2020,February,Saturday,Based on Self Initiated,POF,1,LARCENY,10,Y,N,N,Y,N,N,N,37.0,MALE,BLACK,511.0,200.0,MED,BRO,BLK,990622,210793,10016,MANHATTAN,26640.0
2020,February,Saturday,Based on Self Initiated,POM,1,Other,2,Y,N,N,N,Y,N,N,40.0,MALE,BLACK,51.0,190.0,MED,BRO,Other,997239,234420,10027,MANHATTAN,12720.0
2020,January,Friday,Based on Self Initiated,Other,1,ROBBERY,6,Y,N,N,N,Y,N,N,14.0,MALE,BLACK,57.0,150.0,MED,BRO,BLK,999855,185230,11213,BROOKLYN,5220.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,35,Y,Y,N,Y,Y,Y,N,21.0,MALE,WHITE HISPANIC,55.0,150.0,THN,BRO,Other,1044535,196357,11433,QUEENS,1680.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,35,Y,Y,N,Y,Y,Y,N,22.0,MALE,BLACK HISPANIC,59.0,160.0,THN,BRO,Other,1044535,196357,11433,QUEENS,1680.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,35,Y,Y,N,Y,Y,Y,N,20.0,MALE,BLACK,61.0,180.0,MED,BRO,BLK,1044535,196357,11433,QUEENS,1680.0
2020,February,Saturday,Based on Radio Run,POM,1,ROBBERY,35,Y,N,N,Y,Y,N,N,22.0,MALE,Other,57.0,175.0,MED,BRO,BLK,1044535,196357,11433,QUEENS,1680.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,5,Y,Y,N,N,N,Y,N,31.0,MALE,BLACK,57.0,160.0,MED,BRO,BLK,999115,228699,10029,MANHATTAN,65700.0
2020,February,Friday,Based on Radio Run,POM,1,Other,6,Y,N,N,Y,Y,N,N,43.0,MALE,WHITE HISPANIC,6.0,200.0,MED,Other,Other,1000063,225663,10029,MANHATTAN,41100.0
2020,February,Wednesday,Based on Radio Run,POM,1,Other,5,Y,N,N,N,N,N,N,19.0,MALE,WHITE HISPANIC,56.0,165.0,THN,BRO,BLK,1018623,240382,10472,BRONX,55500.0
2020,February,Saturday,Based on Radio Run,POM,1,ASSAULT,8,Y,Y,N,Y,Y,Y,N,25.0,MALE,WHITE HISPANIC,57.0,160.0,MED,BRO,Other,1021391,236261,10473,BRONX,49860.0
2020,February,Friday,Based on Radio Run,Other,1,Other,1,Y,N,N,Y,Y,Y,N,19.0,MALE,BLACK HISPANIC,6.0,165.0,Other,BRO,BLK,1017587,258078,10467,BRONX,71700.0
2020,February,Wednesday,Based on C/W on Scene,POM,1,LARCENY,5,Y,N,N,Y,Y,N,N,50.0,MALE,BLACK,6.0,190.0,THN,BRO,BLK,1002500,184360,11213,BROOKLYN,61200.00000000001
2020,February,Monday,Based on Radio Run,POF,1,ASSAULT,7,Y,Y,N,Y,N,Y,Y,30.0,MALE,BLACK,0.0,195.0,MED,BLK,BLK,1000818,200538,11211,BROOKLYN,33540.0
2020,February,Monday,Based on Radio Run,POM,1,Other,15,Y,N,N,Y,N,N,N,28.0,MALE,WHITE HISPANIC,58.0,200.0,Other,BRO,BLK,1006880,214195,11101,QUEENS,24780.0
2020,February,Thursday,Based on Self Initiated,POM,1,Other,4,Y,Y,N,N,Y,N,N,22.0,MALE,BLACK,6.0,180.0,THN,BRO,BLK,990045,202869,10009,MANHATTAN,84000.0
2020,February,Tuesday,Based on Self Initiated,POM,1,Other,5,Y,N,N,N,Y,N,N,42.0,MALE,BLACK,57.0,180.0,Other,BRO,BLK,998750,229184,10029,MANHATTAN,60120.00000000001
2020,February,Saturday,Based on Radio Run,POM,1,Other,6,Y,N,N,Y,Y,N,N,30.0,MALE,WHITE HISPANIC,58.0,170.0,THN,BRO,BLK,999505,228758,10029,MANHATTAN,65280.00000000001
2020,February,Saturday,Based on Radio Run,POM,5,ASSAULT,20,Y,N,N,Y,Y,N,N,26.0,MALE,BLACK,511.0,180.0,MED,BRO,BLK,1004477,252518,10040,MANHATTAN,60600.00000000001
2020,February,Saturday,Based on Radio Run,POM,1,ASSAULT,5,Y,Y,N,N,Y,N,Y,38.0,MALE,BLACK,59.0,220.0,Other,BRO,BLK,1012947,243339,10460,BRONX,8580.0
2020,February,Saturday,Based on C/W on Scene,POM,1,ASSAULT,10,Y,N,N,Y,Y,N,N,42.0,MALE,BLACK HISPANIC,58.0,220.0,MED,BRO,BLK,1007385,245556,10452,BRONX,16500.0
2020,February,Saturday,Based on Radio Run,POM,1,BURGLARY,15,Y,N,Y,Y,N,N,N,25.0,MALE,WHITE HISPANIC,5.0,120.0,MED,BRO,BLK,991213,176497,11218,BROOKLYN,68280.0
2020,February,Friday,Based on Self Initiated,POM,1,Other,25,Y,N,N,Y,Y,N,N,48.0,MALE,ASIAN/PAC.ISL,57.0,170.0,MED,BLK,BLK,1058610,180402,11422,QUEENS,62700.00000000001
2020,February,Saturday,Based on Radio Run,POM,0,BURGLARY,8,Y,Y,N,N,N,N,N,61.0,MALE,WHITE HISPANIC,511.0,165.0,MED,BRO,Other,987110,204135,10003,MANHATTAN,41100.0
2020,February,Friday,Based on Radio Run,POM,0,LARCENY,13,Y,Y,N,Y,N,Y,N,47.0,MALE,BLACK,51.0,180.0,MED,BLK,BLK,983728,212824,10001,MANHATTAN,33300.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,19,Y,N,N,Y,N,N,N,18.0,MALE,BLACK HISPANIC,57.0,130.0,THN,BRO,Other,935949,140486,10312,STATEN ISL & Other,8400.0
2020,February,Sunday,Based on Radio Run,POM,1,BURGLARY,10,Y,Y,N,Y,N,Y,N,36.0,MALE,WHITE,59.0,160.0,THN,BRO,BLK,982700,208201,10014,MANHATTAN,13920.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,5,Y,N,N,Y,N,N,N,26.0,MALE,Other,56.0,175.0,MED,BRO,BLK,989085,205728,10009,MANHATTAN,48300.0
2020,February,Wednesday,Based on Radio Run,POM,1,Other,5,Y,N,N,N,N,N,N,41.0,MALE,BLACK,56.0,160.0,MED,BRO,Other,1029390,214181,11355,QUEENS,45000.0
2020,February,Tuesday,Based on Radio Run,Other,1,Other,30,Y,Y,N,N,N,Y,N,29.0,MALE,BLACK,51.0,180.0,THN,BRO,BLK,951387,169675,10310,STATEN ISL & Other,60000.00000000001
2020,February,Sunday,Based on Radio Run,POM,1,Other,1,N,Y,N,Y,Y,Y,N,19.0,MALE,BLACK,51.0,140.0,THN,BRO,BLK,989107,200970,10002,MANHATTAN,68400.0
2020,February,Saturday,Based on Radio Run,POM,1,Other,5,Y,N,N,Y,N,N,N,17.0,MALE,BLACK HISPANIC,59.0,160.0,THN,BRO,Other,999647,240652,10031,MANHATTAN,60780.00000000001
2020,February,Sunday,Based on Radio Run,POM,1,Other,10,Y,N,N,N,Y,Y,N,0.0,MALE,WHITE HISPANIC,58.0,160.0,THN,BRO,BLK,1022623,239300,10473,BRONX,80880.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,Y,N,N,20.0,MALE,BLACK,59.0,130.0,MED,BRO,BLK,1001621,157180,11229,BROOKLYN,70800.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,Y,N,N,20.0,MALE,BLACK,51.0,140.0,MED,BRO,BLK,1001621,157180,11229,BROOKLYN,70800.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,Y,N,N,20.0,MALE,BLACK,56.0,130.0,MED,BRO,BLK,1001621,157180,11229,BROOKLYN,70800.0
2020,February,Sunday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,Y,N,N,20.0,MALE,BLACK,59.0,140.0,MED,BRO,BLK,1001621,157180,11229,BROOKLYN,70800.0
2020,February,Thursday,Based on Radio Run,POM,2,ROBBERY,7,Y,Y,N,Y,Y,Y,Y,27.0,MALE,WHITE,51.0,210.0,MED,BLU,Other,985611,174612,11232,BROOKLYN,3000.0
2020,February,Sunday,Based on C/W on Scene,POM,0,ASSAULT,1,Y,N,N,Y,N,N,N,0.0,MALE,BLACK,58.0,150.0,THN,Other,Other,983558,184874,11231,BROOKLYN,10800.0
2020,February,Friday,Based on Radio Run,POM,0,Other,3,Y,Y,N,Y,Y,Y,N,29.0,MALE,BLACK,511.0,200.0,Other,BRO,Other,1001837,185248,11213,BROOKLYN,63360.00000000001
2020,February,Sunday,Based on Self Initiated,POM,1,Other,3,Y,N,N,N,Y,Y,N,22.0,MALE,BLACK,59.0,160.0,THN,BRO,BLK,1003554,185095,11213,BROOKLYN,63240.00000000001
2020,February,Tuesday,Based on Radio Run,POF,1,Other,15,Y,N,N,Y,N,N,N,35.0,FEMALE,BLACK,58.0,135.0,MED,BRO,BLK,1005768,186858,11233,BROOKLYN,31500.000000000004
2020,February,Sunday,Based on C/W on Scene,POM,0,ASSAULT,4,Y,Y,N,Y,N,Y,N,33.0,FEMALE,BLACK,53.0,130.0,THN,BRO,BLN,993123,217087,(null),MANHATTAN,84780.0
2020,February,Sunday,Based on C/W on Scene,POM,0,ASSAULT,4,Y,Y,N,Y,N,Y,N,32.0,FEMALE,BLACK,55.0,130.0,THN,BRO,BLK,993123,217087,(null),MANHATTAN,84780.0
2020,February,Sunday,Based on Self Initiated,POF,1,Other,3,Y,N,N,Y,N,N,N,67.0,MALE,WHITE,51.0,180.0,MED,BRO,Other,985105,162554,11214,BROOKLYN,85200.0
2020,February,Friday,Based on Radio Run,POM,1,ROBBERY,11,Y,Y,N,Y,Y,Y,N,39.0,MALE,BLACK,57.0,150.0,THN,BRO,BLK,1010514,248970,10457,BRONX,52260.0
2020,February,Sunday,Based on Radio Run,POM,1,ASSAULT,6,Y,Y,N,Y,Y,Y,N,0.0,MALE,BLACK HISPANIC,62.0,200.0,MED,BRO,BLK,1022884,265132,10466,BRONX,28500.0
2020,February,Friday,Based on Self Initiated,POF,0,Other,6,Y,N,N,N,Y,N,N,30.0,MALE,WHITE HISPANIC,54.0,175.0,MED,BRO,Other,1011241,256050,10468,BRONX,73500.0
2020,February,Friday,Based on Self Initiated,POF,1,Other,7,Y,N,N,N,Y,Y,Y,40.0,MALE,WHITE HISPANIC,6.0,190.0,MED,BRO,Other,1011299,256027,10468,BRONX,73500.0
2020,February,Friday,Based on Radio Run,POM,1,Other,3,Y,N,N,Y,Y,N,N,19.0,MALE,WHITE HISPANIC,56.0,140.0,MED,BRO,Other,1012329,254077,10468,BRONX,61860.00000000001
2020,February,Friday,Based on Radio Run,POM,1,ASSAULT,6,Y,N,N,N,Y,Y,N,30.0,MALE,BLACK,69.0,180.0,THN,BLU,BLK,1013168,255095,10468,BRONX,77100.0
2020,February,Sunday,Based on Radio Run,POM,1,Other,10,Y,N,N,Y,Y,Y,N,53.0,MALE,WHITE HISPANIC,56.0,170.0,MED,BRO,Other,1019454,245247,10460,BRONX,59700.00000000001
2020,February,Thursday,Based on Radio Run,POM,1,Other,12,Y,N,N,Y,Y,Y,N,18.0,MALE,WHITE HISPANIC,59.0,150.0,THN,BLK,BLK,1017578,199606,11379,QUEENS,6000.0
2020,February,Thursday,Based on Radio Run,POM,1,Other,12,Y,N,N,Y,Y,Y,N,18.0,MALE,BLACK,56.0,150.0,MED,BLK,BLK,1017578,199606,11379,QUEENS,6000.0
2020,February,Friday,Based on Radio Run,POM,1,BURGLARY,12,Y,N,N,Y,Y,N,N,41.0,MALE,BLACK,58.0,175.0,MED,Other,Other,1009195,197839,11385,QUEENS,480.00000000000006
2020,February,Friday,Based on Radio Run,POM,0,ROBBERY,6,Y,Y,N,Y,Y,Y,N,42.0,MALE,BLACK,62.0,210.0,MED,BRO,BLK,961522,163237,10304,STATEN ISL & Other,32400.000000000004
2020,February,Tuesday,Based on C/W on Scene,POM,1,ASSAULT,5,Y,Y,N,Y,N,Y,N,14.0,FEMALE,WHITE,54.0,85.0,THN,BRO,BLK,938013,151289,10314,STATEN ISL & Other,73800.0
2020,February,Saturday,Based on C/W on Scene,POM,1,Other,3,Y,Y,N,N,N,N,N,25.0,MALE,BLACK,6.0,165.0,THN,BLK,BLK,938047,138373,10312,STATEN ISL & Other,8580.0
2020,February,Monday,Based on C/W on Scene,POM,1,ASSAULT,5,Y,N,N,Y,N,N,N,27.0,MALE,WHITE HISPANIC,59.0,140.0,THN,BRO,BLK,984403,200619,10013,MANHATTAN,58080.0
2020,February,Monday,Based on C/W on Scene,POM,1,ASSAULT,5,Y,N,N,Y,N,N,N,30.0,MALE,WHITE HISPANIC,6.0,220.0,Other,BRO,BLK,984403,200619,10013,MANHATTAN,58080.0
2020,February,Tuesday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,N,N,N,42.0,MALE,Other,57.0,209.0,MED,BRO,BLK,985275,213641,10001,MANHATTAN,58500.00000000001
2020,February,Monday,Based on Self Initiated,POM,1,ASSAULT,5,Y,N,N,Y,N,N,N,26.0,MALE,BLACK,55.0,135.0,MED,BRO,BLK,1001568,241337,10039,MANHATTAN,0.0
2020,February,Sunday,Based on Radio Run,POF,0,Other,1,Y,Y,N,Y,N,N,N,49.0,MALE,BLACK HISPANIC,57.0,190.0,THN,BRO,BLK,1012587,252140,10458,BRONX,56700.0
2020,February,Monday,Based on Radio Run,POM,1,ROBBERY,1,Y,Y,N,Y,Y,Y,Y,23.0,MALE,BLACK,57.0,185.0,THN,BRO,BLK,1025477,259153,10469,BRONX,20100.0
2020,February,Saturday,Based on Radio Run,POF,1,ROBBERY,4,Y,N,N,Y,N,N,N,0.0,FEMALE,Other,58.0,140.0,MED,BLU,BLN,1003203,164411,11234,BROOKLYN,54000.0
2020,February,Monday,Based on Self Initiated,POM,2,ASSAULT,3,Y,N,N,N,N,N,N,0.0,MALE,BLACK,62.0,200.0,MED,BRO,Other,997357,175362,11226,BROOKLYN,48480.0
2020,February,Friday,Based on Radio Run,POM,1,Other,1,Y,Y,N,Y,Y,Y,Y,15.0,MALE,BLACK,56.0,150.0,MED,BRO,BLK,1043177,154153,11692,QUEENS,54480.0
2020,February,Monday,Based on Radio Run,Other,1,LARCENY,10,Y,Y,N,Y,N,Y,N,21.0,FEMALE,BLACK,54.0,115.0,THN,BRO,BLK,1042098,189206,11434,QUEENS,62160.00000000001
2020,February,Sunday,Based on C/W on Scene,POM,0,ASSAULT,4,Y,Y,N,Y,Y,Y,N,23.0,FEMALE,BLACK,53.0,130.0,THN,BRO,BLK,993123,217087,(null),MANHATTAN,84780.0
2020,February,Sunday,Based on Self Initiated,POM,0,ASSAULT,4,Y,Y,N,Y,N,Y,N,26.0,MALE,BLACK,58.0,140.0,THN,BRO,BLK,993123,217087,(null),MANHATTAN,84780.0
2020,February,Tuesday,Based on Radio Run,POM,0,Other,6,N,Y,N,Y,Y,N,N,54.0,MALE,BLACK,511.0,160.0,THN,Other,BLK,1000824,242416,10032,MANHATTAN,8880.0
2020,February,Tuesday,Based on C/W on Scene,POF,1,ROBBERY,4,Y,N,N,Y,Y,Y,N,16.0,MALE,BLACK,51.0,175.0,THN,BRO,BLK,1015252,244301,10460,BRONX,28920.0
2020,February,Wednesday,Based on C/W on Scene,POF,0,ROBBERY,3,Y,N,N,Y,N,N,N,0.0,FEMALE,BLACK HISPANIC,56.0,180.0,Other,BRO,BLN,1013500,253288,10458,BRONX,55800.0
2020,February,Friday,Based on Radio Run,POM,4,ROBBERY,5,Y,N,N,Y,N,N,N,68.0,MALE,WHITE HISPANIC,51.0,180.0,MED,BRO,Other,1010992,253610,10468,BRONX,35280.0
2020,February,Thursday,Based on Radio Run,POM,2,Other,2,Y,Y,N,N,Y,N,N,35.0,MALE,BLACK,61.0,250.0,Other,BRO,BLK,982319,206351,10014,MANHATTAN,11580.0
2020,February,Thursday,Based on Self Initiated,POM,1,Other,4,Y,Y,Y,N,Y,N,N,26.0,MALE,WHITE HISPANIC,58.0,140.0,THN,BRO,BLK,989961,202637,10009,MANHATTAN,84000.0
2020,February,Tuesday,Based on Radio Run,POM,2,Other,8,Y,N,N,Y,Y,Y,N,0.0,MALE,BLACK,6.0,170.0,THN,BRO,BLK,1001180,236150,10037,MANHATTAN,59700.00000000001
2020,February,Monday,Based on C/W on Scene,POM,0,ROBBERY,5,Y,Y,N,Y,Y,Y,Y,22.0,MALE,BLACK,59.0,180.0,THN,BLK,BLK,1005835,237072,10451,BRONX,84000.0
2020,February,Tuesday,Based on Radio Run,POM,1,ROBBERY,5,Y,N,N,N,Y,N,N,0.0,MALE,BLACK HISPANIC,51.0,110.0,THN,BRO,BLK,1024100,242266,10472,BRONX,56400.0
2020,February,Tuesday,Based on Radio Run,POM,1,ROBBERY,15,Y,N,N,N,Y,N,N,14.0,MALE,WHITE HISPANIC,58.0,160.0,THN,BRO,Other,1024100,242266,10472,BRONX,56100.0
2020,February,Sunday,Based on Radio Run,POM,1,Other,20,Y,N,N,Y,Y,N,N,22.0,MALE,BLACK,6.0,180.0,THN,BRO,BLK,1018151,243700,10472,BRONX,70200.0
2020,February,Sunday,Based on Radio Run,POM,1,Other,20,Y,N,N,N,Y,N,N,16.0,MALE,BLACK HISPANIC,57.0,165.0,THN,BRO,BLK,1018151,243700,10472,BRONX,70200.0
2020,February,Thursday,Based on Radio Run,POM,1,ROBBERY,15,Y,N,N,N,N,N,N,30.0,MALE,BLACK,51.0,160.0,MED,BRO,BLK,1027075,257286,10469,BRONX,65220.00000000001
2020,February,Tuesday,Based on Radio Run,POF,1,LARCENY,15,Y,Y,N,Y,Y,Y,N,27.0,MALE,WHITE,61.0,145.0,THN,BLU,BLN,995768,154986,11229,BROOKLYN,27960.0
2020,February,Tuesday,Based on Radio Run,POM,1,LARCENY,10,Y,Y,N,Y,Y,Y,N,34.0,MALE,BLACK HISPANIC,51.0,165.0,THN,BRO,BLK,1002199,156619,11229,BROOKLYN,45000.0
2020,February,Saturday,Based on Radio Run,POM,1,BURGLARY,5,Y,N,N,Y,Y,N,N,36.0,MALE,WHITE,51.0,180.0,MED,BRO,Other,983040,161105,11214,BROOKLYN,70200.0
2020,February,Monday,Based on Radio Run,POM,2,ROBBERY,15,Y,Y,N,Y,Y,Y,N,0.0,MALE,BLACK,6.0,230.0,MED,BRO,BLK,990133,156594,11223,BROOKLYN,840.0
2020,February,Tuesday,Based on Radio Run,POM,0,BURGLARY,5,Y,N,N,Y,N,N,N,0.0,MALE,BLACK,51.0,170.0,THN,Other,Other,997747,173172,11226,BROOKLYN,36000.0
2020,February,Monday,Based on Radio Run,POM,1,Other,1,Y,N,N,Y,Y,N,N,20.0,MALE,BLACK,59.0,160.0,MED,BRO,BLK,996470,172109,11226,BROOKLYN,63420.00000000001
2020,February,Tuesday,Based on Radio Run,Other,1,Other,3,N,Y,N,Y,N,Y,Y,17.0,MALE,BLACK,57.0,180.0,MED,BRO,BLK,995468,182016,11225,BROOKLYN,61380.00000000001
2020,February,Saturday,Based on Radio Run,POM,1,LARCENY,5,Y,N,N,Y,N,N,N,57.0,MALE,BLACK,51.0,170.0,THN,BRO,Other,1039616,196587,11432,QUEENS,59700.00000000001
2020,February,Saturday,Based on Radio Run,POM,1,LARCENY,5,Y,N,N,Y,N,N,N,59.0,MALE,BLACK,51.0,180.0,MED,BRO,BLK,1039616,196587,11432,QUEENS,59700.00000000001
2020,February,Friday,Based on Radio Run,POM,2,Other,20,Y,N,N,N,Y,Y,N,40.0,FEMALE,WHITE HISPANIC,56.0,140.0,THN,Other,BLN,1024102,202882,11374,QUEENS,46980.0
2020,February,Friday,Based on Radio Run,POM,3,Other,15,Y,N,N,Y,Y,N,N,51.0,MALE,WHITE HISPANIC,53.0,195.0,MED,BRO,Other,1024102,202882,11374,QUEENS,47160.0
2020,February,Saturday,Based on Self Initiated,POM,1,Other,10,Y,N,N,Y,Y,Y,N,39.0,MALE,WHITE HISPANIC,58.0,180.0,MED,BRO,Other,962622,171764,10301,STATEN ISL & Other,57000.0
2020,February,Tuesday,Based on Self Initiated,POM,1,Other,2,Y,Y,N,N,N,N,N,35.0,FEMALE,WHITE,55.0,160.0,Other,Other,BLK,983986,211998,10001,MANHATTAN,65100.00000000001
2020,February,Tuesday,Based on Self Initiated,POM,1,Other,2,Y,N,N,N,N,N,N,56.0,MALE,BLACK,57.0,150.0,THN,BRO,Other,983986,211998,10001,MANHATTAN,65160.00000000001
2020,February,Tuesday,Based on Self Initiated,POM,1,Other,7,Y,N,N,N,N,N,N,35.0,MALE,BLACK,6.0,250.0,Other,BRO,BLK,983986,211998,10001,MANHATTAN,64080.00000000001
2020,February,Sunday,Based on Radio Run,POM,1,BURGLARY,5,Y,N,N,N,Y,N,N,30.0,MALE,WHITE HISPANIC,56.0,150.0,THN,BRO,Other,992137,225777,10024,MANHATTAN,10980.0
2020,February,Saturday,Based on Self Initiated,POM,2,Other,5,Y,N,N,N,N,Y,N,0.0,MALE,BLACK HISPANIC,62.0,180.0,THN,BRO,BLK,1001795,246381,10032,MANHATTAN,63300.00000000001
2020,February,Saturday,Based on Self Initiated,POM,1,ROBBERY,6,Y,Y,N,N,Y,Y,Y,14.0,Other,BLACK,58.0,150.0,THN,BRO,BLK,1019666,240571,10472,BRONX,78240.0
2020,February,Saturday,Based on Self Initiated,POM,1,ROBBERY,6,Y,N,Y,N,Y,Y,Y,18.0,MALE,BLACK,51.0,150.0,THN,BRO,BLK,1019666,240571,10472,BRONX,78240.0
2020,February,Saturday,Based on Self Initiated,POM,1,ROBBERY,6,Y,Y,N,N,Y,Y,Y,14.0,MALE,BLACK,58.0,180.0,MED,BRO,BLK,1019666,240571,10472,BRONX,78240.0
2020,February,Sunday,Based on Radio Run,POM,0,ROBBERY,10,Y,N,N,Y,N,N,N,16.0,MALE,BLACK,51.0,150.0,THN,BRO,BLK,1008420,167773,11234,BROOKLYN,60480.00000000001
2020,February,Sunday,Based on Radio Run,POM,0,ROBBERY,10,Y,N,N,Y,N,N,N,17.0,MALE,ASIAN/PAC.ISL,58.0,150.0,THN,BRO,BLK,1008420,167773,11234,BROOKLYN,60480.00000000001
2020,February,Sunday,Based on Radio Run,POM,0,ROBBERY,10,Y,N,N,Y,N,N,N,16.0,MALE,ASIAN/PAC.ISL,58.0,112.0,THN,BLU,BLK,1008420,167773,11234,BROOKLYN,60480.00000000001
2020,February,Sunday,Based on Radio Run,POM,3,ROBBERY,15,Y,Y,N,Y,N,N,N,17.0,MALE,BLACK,51.0,180.0,THN,BLK,BLK,1008420,167773,11234,BROOKLYN,60300.00000000001
